"","host_is_superhost","host_identity_verified","neighborhood","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","guests_included","minimum_nights","number_of_reviews","instant_bookable","is_business_travel_ready","cancellation_policy","ddowntown","dairport"
"2882","t","t","Downtown","House","Entire home/apt",8,2,2,5,"Real Bed",375,4,2,68,"t","t","strict",282,3006
"2883","f","t","Downtown","Apartment","Private room",4,1,1,1,"Real Bed",135,1,1,3,"f","f","flexible",282,3006
"2884","f","t","Downtown","Apartment","Entire home/apt",3,1,1,1,"Real Bed",181,1,3,0,"f","f","strict",282,3006
"2885","f","t","Downtown","Apartment","Entire home/apt",2,1,0,1,"Real Bed",275,2,1,19,"f","f","strict",282,3006
"2886","f","t","Downtown","Apartment","Entire home/apt",6,2,2,2,"Real Bed",320,4,1,3,"f","f","strict",282,3006
"2887","f","t","Downtown","Apartment","Entire home/apt",5,2,2,4,"Real Bed",290,4,2,85,"t","t","strict",282,3006
"2888","f","t","Downtown","Apartment","Entire home/apt",3,1,1,1,"Real Bed",230,2,2,11,"t","f","strict",282,3006
"2889","f","t","Downtown","Condominium","Entire home/apt",3,1,1,1,"Real Bed",550,1,2,0,"t","f","strict",282,3006
"2890","f","f","Downtown","Apartment","Entire home/apt",4,1,1,2,"Real Bed",250,2,4,40,"f","t","strict",282,3006
"2891","f","t","Downtown","Other","Entire home/apt",5,2,2,3,"Real Bed",439,1,5,0,"f","f","moderate",282,3006
"2892","f","t","Downtown","Apartment","Entire home/apt",3,1.5,1,1,"Real Bed",185,2,2,33,"t","f","strict",282,3006
"2893","f","t","Downtown","Apartment","Entire home/apt",5,2,2,2,"Real Bed",189,1,3,5,"f","t","strict",282,3006
"2894","t","t","Downtown","Apartment","Entire home/apt",4,1,1,2,"Real Bed",158,4,2,29,"t","f","moderate",282,3006
"2895","f","f","Downtown","Apartment","Entire home/apt",2,1,0,2,"Real Bed",188,1,7,0,"t","f","strict",282,3006
"2896","f","f","Downtown","Apartment","Entire home/apt",4,2,2,2,"Real Bed",275,1,1,0,"f","f","flexible",282,3006
"2897","f","t","Downtown","Apartment","Entire home/apt",2,1,2,3,"Real Bed",125,1,3,26,"f","f","moderate",282,3006
"2898","f","f","Downtown","Apartment","Private room",1,1,1,1,"Real Bed",390,1,1,0,"f","f","moderate",282,3006
"2899","f","t","Downtown","Apartment","Entire home/apt",2,1,0,1,"Real Bed",139,1,2,19,"t","t","strict",282,3006
"2900","f","t","Downtown","Apartment","Entire home/apt",4,1,1,2,"Real Bed",129,1,2,29,"t","t","strict",282,3006
"2901","f","f","Downtown","Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,1,2,84,"t","t","strict",282,3006
"2902","t","t","Downtown","Apartment","Entire home/apt",8,1,3,4,"Real Bed",299,3,1,209,"t","t","strict",282,3006
"2903","f","t","Downtown","Apartment","Entire home/apt",8,2,4,4,"Real Bed",259,1,2,2,"t","f","strict",282,3006
"2904","f","t","Downtown","Apartment","Entire home/apt",4,1,1,2,"Real Bed",109,1,2,2,"t","f","strict",282,3006
"2905","f","f","Downtown","House","Entire home/apt",5,1.5,2,3,"Real Bed",193,2,2,5,"t","f","super_strict_30",282,3006
"2906","f","t","Downtown","Apartment","Entire home/apt",3,1,1,1,"Real Bed",141,1,3,0,"f","f","strict",282,3006
"2907","f","t","Downtown","Apartment","Entire home/apt",1,1,1,2,"Real Bed",120,1,2,4,"t","f","strict",282,3006
"2908","f","t","Downtown","Apartment","Entire home/apt",4,1,1,2,"Real Bed",129,1,2,21,"t","t","strict",282,3006
"2909","f","f","Downtown","Apartment","Entire home/apt",2,1,1,1,"Real Bed",595,1,1,0,"f","f","flexible",282,3006
"2910","f","t","Downtown","Apartment","Entire home/apt",4,2,2,2,"Real Bed",229,1,2,26,"t","t","strict",282,3006
"2911","f","t","Downtown","Apartment","Entire home/apt",4,1,1,2,"Real Bed",129,1,2,8,"t","f","strict",282,3006
"2912","f","f","Downtown","Apartment","Entire home/apt",5,2,2,2,"Real Bed",185,1,5,0,"f","f","strict",282,3006
"2913","f","t","Downtown","Apartment","Entire home/apt",2,1,1,1,"Real Bed",129,1,2,0,"t","f","strict",282,3006
"2914","f","t","Downtown","Apartment","Entire home/apt",4,2,2,2,"Real Bed",349,1,5,6,"f","f","super_strict_30",282,3006
"2915","f","t","Downtown","Apartment","Entire home/apt",2,1,1,1,"Real Bed",289,1,4,34,"f","f","moderate",282,3006
"2916","f","t","Downtown","Apartment","Entire home/apt",3,1,1,2,"Real Bed",225,1,1,1,"f","f","flexible",282,3006
"2917","f","t","Downtown","Apartment","Entire home/apt",2,1,0,1,"Real Bed",139,1,2,21,"t","f","strict",282,3006
"2918","t","f","Downtown","Condominium","Entire home/apt",1,1,0,1,"Real Bed",175,1,5,11,"f","f","strict",282,3006
"2919","f","t","Downtown","Apartment","Entire home/apt",2,1,1,1,"Real Bed",289,1,3,6,"f","t","moderate",282,3006
"2920","f","t","Downtown","Apartment","Entire home/apt",2,1,0,1,"Real Bed",129,1,2,13,"t","t","strict",282,3006
"2921","f","t","Downtown","Apartment","Entire home/apt",4,1,1,2,"Real Bed",129,1,2,8,"t","f","strict",282,3006
"2922","f","f","Downtown","Apartment","Entire home/apt",5,2,2,2,"Real Bed",429,1,2,2,"f","f","strict",282,3006
"2923","f","t","Downtown","Apartment","Entire home/apt",4,1,1,1,"Real Bed",111,4,2,32,"t","f","strict",282,3006
"2924","f","f","Downtown","Apartment","Entire home/apt",4,1,1,1,"Real Bed",160,1,2,1,"t","f","flexible",282,3006
"2925","f","t","Downtown","Apartment","Entire home/apt",3,1,0,1,"Real Bed",225,1,1,0,"f","f","flexible",282,3006
"2926","f","f","Downtown","Apartment","Entire home/apt",5,2,2,3,"Real Bed",429,1,1,2,"t","f","strict",282,3006
"2927","t","f","Downtown","Condominium","Entire home/apt",2,1,1,1,"Real Bed",140,1,14,1,"f","f","strict",282,3006
"2928","f","t","Downtown","Apartment","Entire home/apt",3,1,1,2,"Real Bed",129,1,2,15,"t","t","strict",282,3006
"2929","f","f","Downtown","Apartment","Entire home/apt",2,1,1,1,"Real Bed",147,1,1,3,"t","f","flexible",282,3006
"2930","f","t","Downtown","Apartment","Entire home/apt",2,1,1,1,"Real Bed",285,2,2,20,"f","f","moderate",282,3006
"2931","f","f","Downtown","Apartment","Entire home/apt",3,1,1,1,"Real Bed",170,1,5,0,"t","f","flexible",282,3006
"2932","f","t","Downtown","Apartment","Entire home/apt",4,2,2,2,"Real Bed",259,1,2,41,"t","t","strict",282,3006
"2933","f","t","Downtown","Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,1,1,0,"f","f","flexible",282,3006
"2934","f","f","Downtown","Apartment","Private room",2,1,0,1,"Real Bed",200,1,1,0,"f","f","flexible",282,3006
"2935","f","t","Downtown","Apartment","Private room",3,1,1,1,"Real Bed",76,1,1,5,"f","f","moderate",282,3006
"2936","f","t","Downtown","Apartment","Entire home/apt",2,1,1,1,"Real Bed",699,1,2,3,"t","t","strict",282,3006
"2937","f","t","Downtown","Loft","Entire home/apt",2,1,1,1,"Real Bed",275,2,2,35,"f","f","strict",282,3006
"2938","f","f","Downtown","Apartment","Entire home/apt",4,1,2,2,"Real Bed",225,1,1,178,"f","t","strict",282,3006
"2939","t","t","Downtown","Apartment","Entire home/apt",4,1,1,2,"Real Bed",169,2,2,16,"f","f","moderate",282,3006
"2940","f","f","Downtown","Apartment","Entire home/apt",2,1,0,1,"Real Bed",133,1,7,1,"f","f","strict",282,3006
"2941","f","f","Downtown","Boat","Entire home/apt",8,4,4,4,"Real Bed",3995,8,1,2,"f","f","strict",282,3006
"2942","f","t","Downtown","Apartment","Entire home/apt",4,2,2,2,"Real Bed",109,1,2,14,"t","t","strict",282,3006
"2943","f","t","Downtown","Apartment","Entire home/apt",5,1,2,2,"Real Bed",269,1,2,3,"t","t","strict",282,3006
"2944","f","f","Downtown","Apartment","Entire home/apt",5,2,2,2,"Real Bed",180,1,5,0,"f","f","strict",282,3006
"2945","f","t","Downtown","Condominium","Entire home/apt",4,2,2,2,"Real Bed",550,4,2,10,"f","f","strict",282,3006
"2946","f","t","Downtown","Apartment","Entire home/apt",3,1,1,1,"Real Bed",132,1,1,99,"t","t","strict",282,3006
"2947","f","t","Downtown","Apartment","Entire home/apt",2,1,0,1,"Real Bed",129,1,2,8,"t","t","strict",282,3006
"2948","f","t","Downtown","Apartment","Entire home/apt",3,1,0,1,"Real Bed",175,1,2,116,"t","f","strict",282,3006
"2949","f","t","Downtown","Apartment","Entire home/apt",4,1,1,1,"Real Bed",199,1,3,5,"f","f","strict",282,3006
"2950","f","t","Downtown","Apartment","Entire home/apt",4,1,1,2,"Real Bed",200,1,1,0,"f","f","flexible",282,3006
"2951","f","f","Downtown","Apartment","Entire home/apt",5,2,2,3,"Real Bed",429,1,1,0,"t","f","strict",282,3006
"2952","f","f","Downtown","Apartment","Entire home/apt",2,1,1,1,"Real Bed",350,1,1,0,"f","f","flexible",282,3006
"2953","t","f","Downtown","Apartment","Entire home/apt",6,2,2,3,"Real Bed",363,1,1,121,"f","f","strict",282,3006
"2954","f","t","Downtown","Apartment","Entire home/apt",6,2,3,3,"Real Bed",269,1,2,2,"t","f","strict",282,3006
"2955","f","t","Downtown","Apartment","Entire home/apt",2,1,0,1,"Real Bed",259,1,4,32,"f","f","moderate",282,3006
"2956","f","t","Downtown","Apartment","Private room",2,1,1,1,"Real Bed",60,1,2,12,"f","f","moderate",282,3006
"2957","f","t","Downtown","Apartment","Entire home/apt",2,1.5,1,1,"Real Bed",399,1,3,8,"f","t","strict",282,3006
"2958","f","t","Downtown","Apartment","Entire home/apt",4,1,2,2,"Real Bed",275,2,14,2,"f","f","flexible",282,3006
"2959","f","t","Downtown","Apartment","Entire home/apt",2,1,1,1,"Real Bed",139,1,2,12,"t","f","strict",282,3006
"2960","f","t","Downtown","Apartment","Entire home/apt",5,1.5,2,2,"Real Bed",350,5,1,5,"f","f","flexible",282,3006
"2961","f","t","Downtown","Apartment","Entire home/apt",2,1,1,1,"Real Bed",139,1,2,21,"t","f","strict",282,3006
"2962","f","f","Downtown","Apartment","Entire home/apt",3,1,1,2,"Real Bed",150,1,5,0,"f","f","strict",282,3006
"2963","f","t","Downtown","Apartment","Entire home/apt",2,1,0,1,"Real Bed",159,1,2,12,"t","f","strict",282,3006
"2964","f","f","Downtown","Apartment","Entire home/apt",5,2,2,3,"Real Bed",429,1,1,0,"t","f","strict",282,3006
"2965","f","f","Downtown","Boat","Entire home/apt",5,1,2,2,"Real Bed",100,1,4,0,"f","f","strict",282,3006
"2966","f","f","Downtown","Apartment","Entire home/apt",5,2,2,2,"Real Bed",429,1,2,2,"f","f","strict",282,3006
"2967","f","f","Downtown","Apartment","Entire home/apt",4,1,1,3,"Real Bed",259,2,2,51,"t","t","moderate",282,3006
"2968","f","t","Downtown","Apartment","Entire home/apt",4,1,2,2,"Real Bed",179,1,2,0,"t","f","strict",282,3006
"2969","f","f","Downtown","Apartment","Entire home/apt",5,2,2,2,"Real Bed",429,1,2,10,"t","t","strict",282,3006
"2970","f","f","Downtown","Apartment","Entire home/apt",4,1,1,1,"Real Bed",220,1,1,12,"t","f","flexible",282,3006
"2971","f","f","Downtown","Apartment","Entire home/apt",6,2,2,3,"Real Bed",300,6,1,125,"t","f","strict",282,3006
"2972","f","f","Downtown","Apartment","Entire home/apt",5,2,2,2,"Real Bed",429,1,2,1,"t","f","strict",282,3006
"2973","f","t","Downtown","Apartment","Entire home/apt",2,1,0,1,"Real Bed",259,1,4,9,"f","f","strict",282,3006
"2974","f","f","Downtown","Apartment","Entire home/apt",4,2,2,2,"Real Bed",400,1,1,0,"f","f","flexible",282,3006
"2975","f","t","Downtown","Villa","Private room",4,1,1,1,"Real Bed",245,1,3,0,"f","f","strict",282,3006
"2976","f","t","Downtown","Apartment","Entire home/apt",3,1,1,1,"Real Bed",195,1,2,84,"t","f","strict",282,3006
"2977","f","f","Downtown","Apartment","Entire home/apt",3,1,0,2,"Real Bed",149,2,2,13,"f","f","strict",282,3006
"2978","f","f","Downtown","Condominium","Entire home/apt",4,2,2,2,"Real Bed",349,4,3,0,"f","f","flexible",282,3006
"2979","f","t","Downtown","Apartment","Entire home/apt",4,1,1,2,"Real Bed",129,1,2,3,"t","f","strict",282,3006
"2980","t","t","Downtown","Apartment","Entire home/apt",2,1,1,1,"Real Bed",160,1,1,24,"f","t","strict",282,3006
"2981","f","f","Downtown","Apartment","Entire home/apt",3,1,1,1,"Real Bed",200,1,1,84,"t","f","strict",282,3006
"2982","f","f","Downtown","Apartment","Entire home/apt",5,2,2,2,"Real Bed",429,1,2,0,"f","f","strict",282,3006
"2983","f","t","Downtown","Apartment","Private room",3,1,1,1,"Real Bed",169,2,1,9,"f","f","moderate",282,3006
"2984","f","t","Downtown","Apartment","Entire home/apt",5,2,2,1,"Real Bed",180,1,5,0,"f","f","strict",282,3006
"2985","f","f","Downtown","Apartment","Entire home/apt",5,2,2,2,"Real Bed",429,1,2,7,"t","t","strict",282,3006
"2986","t","t","Downtown","Apartment","Entire home/apt",2,1,1,2,"Real Bed",189,1,7,2,"f","f","moderate",282,3006
"2987","f","t","Downtown","Apartment","Entire home/apt",5,1,1,2,"Real Bed",218,3,1,19,"t","f","strict",282,3006
"2988","f","f","Downtown","Apartment","Entire home/apt",5,2,2,2,"Real Bed",429,1,2,4,"f","f","strict",282,3006
"2989","f","t","Downtown","Apartment","Entire home/apt",8,3,3,3,"Real Bed",785,1,3,2,"f","f","strict",282,3006
"2990","f","t","Downtown","Apartment","Entire home/apt",5,1,1,3,"Real Bed",176,2,1,48,"t","t","strict",282,3006
"2991","f","f","Downtown","Apartment","Entire home/apt",4,1,2,2,"Real Bed",250,4,2,11,"f","f","moderate",282,3006
"2992","f","t","Downtown","Apartment","Entire home/apt",5,2,2,1,"Real Bed",175,1,5,0,"f","f","strict",282,3006
"2993","f","t","Downtown","Apartment","Entire home/apt",2,1,0,1,"Real Bed",69,1,2,3,"t","t","strict",282,3006
"2994","f","f","Downtown","Apartment","Entire home/apt",3,1,1,2,"Real Bed",169,2,1,3,"f","f","strict",282,3006
"2995","f","t","Downtown","Apartment","Entire home/apt",2,1,1,1,"Real Bed",175,2,2,4,"f","f","strict",282,3006
"2996","f","t","Downtown","Apartment","Entire home/apt",4,1,1,2,"Real Bed",189,1,2,18,"t","f","strict",282,3006
"2997","f","t","Downtown","Apartment","Entire home/apt",2,1,1,1,"Real Bed",170,1,1,9,"f","f","moderate",282,3006
"2998","f","f","Downtown","Apartment","Entire home/apt",4,1,1,2,"Real Bed",175,2,2,0,"t","f","moderate",282,3006
"2999","f","t","Downtown","Apartment","Entire home/apt",4,1,1,1,"Real Bed",145,1,2,31,"t","f","strict",282,3006
"3000","f","t","Downtown","Apartment","Entire home/apt",2,1,0,1,"Real Bed",86,1,2,3,"f","f","flexible",282,3006
"3001","t","f","Downtown","Apartment","Entire home/apt",3,2,2,2,"Real Bed",300,1,7,2,"f","f","strict",282,3006
"3002","f","t","Downtown","Condominium","Entire home/apt",4,1,1,2,"Real Bed",375,1,4,0,"f","f","moderate",282,3006
"3003","f","t","Downtown","Apartment","Entire home/apt",4,1,1,2,"Real Bed",79,1,2,4,"t","f","strict",282,3006
"3004","f","t","Downtown","Apartment","Entire home/apt",3,1,1,1,"Real Bed",135,1,5,0,"f","f","strict",282,3006
"3005","f","t","Downtown","Apartment","Entire home/apt",4,1,1,2,"Real Bed",0,1,1,0,"f","f","strict",282,3006
"3006","f","t","Downtown","Apartment","Entire home/apt",4,1,1,1,"Real Bed",108,1,2,39,"f","f","strict",282,3006
"3007","f","f","Downtown","Apartment","Entire home/apt",4,1,1,2,"Real Bed",200,1,1,0,"t","f","flexible",282,3006
"3008","f","f","Downtown","Condominium","Entire home/apt",3,2,2,2,"Real Bed",159,1,5,2,"f","f","strict",282,3006
"3009","f","f","Downtown","Villa","Entire home/apt",4,1,1,1,"Real Bed",287,1,7,0,"f","f","flexible",282,3006
"3010","f","t","Downtown","Villa","Entire home/apt",4,1,1,2,"Real Bed",240,1,1,2,"f","f","strict",282,3006
"3011","f","f","Downtown","Apartment","Entire home/apt",2,1,0,1,"Real Bed",200,1,3,34,"t","f","strict",282,3006
"3012","f","t","Downtown","Apartment","Entire home/apt",4,1,1,2,"Real Bed",129,1,2,2,"t","f","strict",282,3006
"3013","f","f","Downtown","Timeshare","Private room",4,1,1,2,"Real Bed",350,1,7,0,"t","f","strict",282,3006
"3014","f","f","Downtown","Apartment","Private room",2,2,1,1,"Real Bed",125,1,3,0,"t","f","flexible",282,3006
"3015","f","t","Downtown","Apartment","Entire home/apt",2,1,1,1,"Real Bed",175,2,2,0,"t","f","moderate",282,3006
"3016","f","f","Downtown","Apartment","Entire home/apt",6,2,2,2,"Real Bed",549,4,1,0,"t","f","strict",282,3006
"3017","f","t","Downtown","Apartment","Entire home/apt",6,2,2,3,"Real Bed",119,6,1,20,"t","f","strict",282,3006
"3018","f","t","Downtown","Apartment","Entire home/apt",4,1,2,2,"Real Bed",179,1,2,3,"t","t","strict",282,3006
"3019","f","t","Downtown","Apartment","Entire home/apt",4,1,1,2,"Real Bed",225,2,2,77,"f","t","strict",282,3006
"3020","f","f","Downtown","Apartment","Entire home/apt",5,2,2,3,"Real Bed",200,1,20,0,"t","f","strict",282,3006
"3021","f","t","Downtown","Other","Entire home/apt",3,1,1,2,"Real Bed",311,1,3,9,"f","f","moderate",282,3006
"3022","t","t","Downtown","Apartment","Entire home/apt",3,1,1,1,"Real Bed",102,4,2,55,"t","f","moderate",282,3006
"3023","f","f","Downtown","Apartment","Entire home/apt",8,2,2,4,"Real Bed",129,1,2,17,"t","f","strict",282,3006
"3024","f","f","Downtown","Apartment","Entire home/apt",6,2,2,2,"Real Bed",549,4,1,0,"t","f","strict",282,3006
"3025","f","t","Downtown","Apartment","Entire home/apt",6,2,3,3,"Real Bed",249,1,2,5,"t","f","strict",282,3006
"3026","t","f","Downtown","Apartment","Entire home/apt",4,2,2,2,"Real Bed",600,4,2,0,"f","f","flexible",282,3006
"3027","f","t","Downtown","Apartment","Entire home/apt",6,1,2,3,"Real Bed",295,3,2,94,"f","f","strict",282,3006
"3028","f","f","Downtown","Other","Private room",4,1,1,1,"Real Bed",300,1,7,0,"t","f","flexible",282,3006
"3029","f","f","Downtown","Apartment","Private room",1,1,0,1,"Real Bed",100,1,1,0,"f","f","flexible",282,3006
"3030","f","f","Downtown","Apartment","Entire home/apt",6,1,2,3,"Real Bed",291,1,1,141,"f","t","strict",282,3006
"3031","f","t","Downtown","Apartment","Entire home/apt",4,1,2,1,"Real Bed",179,1,2,1,"t","f","strict",282,3006
"3032","f","t","Downtown","Apartment","Entire home/apt",4,1,1,1,"Real Bed",250,1,2,2,"t","f","strict",282,3006
"3033","t","t","Downtown","Loft","Entire home/apt",4,2,1,2,"Real Bed",395,4,2,53,"f","t","strict",282,3006
"3034","f","t","Downtown","Apartment","Entire home/apt",8,2,4,4,"Real Bed",299,1,2,6,"t","t","strict",282,3006
"3035","f","t","Downtown","Apartment","Private room",3,1,1,1,"Real Bed",180,1,2,0,"f","f","flexible",282,3006
"3036","t","t","Downtown","Townhouse","Entire home/apt",6,1.5,2,3,"Futon",425,1,2,67,"t","t","strict",282,3006
"3037","f","f","Downtown","Apartment","Entire home/apt",5,2,2,2,"Real Bed",800,1,3,0,"f","f","strict",282,3006
"3038","f","f","Fenway","Apartment","Private room",2,1,1,1,"Real Bed",95,1,1,1,"f","f","moderate",2797,6017
"3039","f","t","Fenway","Apartment","Private room",2,1,1,1,"Real Bed",120,1,1,125,"t","f","moderate",2797,6017
"3040","f","f","Fenway","Apartment","Private room",1,1,1,1,"Real Bed",50,1,25,1,"t","f","flexible",2797,6017
"3041","f","f","Fenway","Apartment","Private room",2,1,0,1,"Real Bed",85,1,7,7,"t","f","strict",2797,6017
"3042","f","t","Fenway","Apartment","Private room",1,1,1,1,"Real Bed",60,1,1,1,"t","f","flexible",2797,6017
"3043","f","f","Fenway","Apartment","Private room",1,1,0,1,"Real Bed",65,1,1,2,"t","f","flexible",2797,6017
"3044","f","f","Fenway","Apartment","Private room",1,1,1,1,"Real Bed",60,1,6,1,"f","f","strict",2797,6017
"3045","f","t","Fenway","Apartment","Private room",1,1,1,1,"Real Bed",55,1,1,0,"t","f","strict",2797,6017
"3046","f","t","Fenway","Condominium","Private room",1,1,1,1,"Real Bed",85,1,2,6,"t","f","strict",2797,6017
"3047","f","f","Fenway","Apartment","Private room",2,1,1,1,"Real Bed",95,1,1,5,"t","f","flexible",2797,6017
"3048","f","f","Fenway","Apartment","Private room",1,1,1,1,"Real Bed",65,1,5,2,"t","f","flexible",2797,6017
"3049","f","t","Fenway","Apartment","Private room",2,1,1,2,"Real Bed",100,1,2,1,"t","f","flexible",2797,6017
"3050","f","t","Fenway","Apartment","Private room",2,1,1,1,"Real Bed",60,1,1,20,"f","f","moderate",2797,6017
"3051","f","f","Fenway","Apartment","Private room",1,1,1,1,"Real Bed",98,1,3,1,"t","f","strict",2797,6017
"3052","f","f","Fenway","Bed & Breakfast","Private room",2,1,1,2,"Real Bed",175,2,2,7,"f","f","strict",2797,6017
"3053","f","f","Fenway","Apartment","Private room",2,1,1,1,"Real Bed",67,1,7,0,"f","f","strict",2797,6017
"3054","f","f","Fenway","Apartment","Private room",2,1,1,2,"Real Bed",75,1,1,0,"t","f","moderate",2797,6017
"3055","f","t","Fenway","Apartment","Private room",2,1,1,1,"Real Bed",75,1,1,14,"t","f","flexible",2797,6017
"3056","f","f","Fenway","Other","Private room",1,1,1,1,"Real Bed",90,1,1,56,"t","f","strict",2797,6017
"3057","f","f","Fenway","Apartment","Private room",2,1,1,2,"Real Bed",298,4,14,2,"f","f","strict",2797,6017
"3058","f","t","Fenway","Apartment","Entire home/apt",2,1,0,1,"Real Bed",109,1,1,14,"f","f","strict",2797,6017
"3059","f","f","Fenway","Apartment","Private room",2,1,1,1,"Real Bed",100,1,1,3,"f","f","flexible",2797,6017
"3060","f","f","Fenway","Apartment","Entire home/apt",2,1,1,1,"Real Bed",189,1,2,10,"f","t","strict",2797,6017
"3061","f","f","Fenway","Bed & Breakfast","Private room",1,1,1,1,"Real Bed",125,1,2,0,"f","f","strict",2797,6017
"3062","f","f","Fenway","Apartment","Entire home/apt",5,1,2,2,"Real Bed",250,1,2,15,"t","f","moderate",2797,6017
"3063","f","t","Fenway","Apartment","Entire home/apt",3,1,1,1,"Real Bed",225,1,3,10,"t","f","moderate",2797,6017
