"","host_is_superhost","host_identity_verified","neighborhood","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","guests_included","minimum_nights","number_of_reviews","instant_bookable","is_business_travel_ready","cancellation_policy","ddowntown","dairport"
"4389","f","t","South Boston","Condominium","Entire home/apt",10,2,3,5,"Real Bed",375,3,1,0,"t","f","flexible",2297,4625
"4390","f","f","South Boston","House","Private room",1,1,1,1,"Real Bed",55,1,1,2,"f","f","flexible",2297,4625
"4391","f","t","South Boston","Apartment","Entire home/apt",4,2,2,2,"Real Bed",139,1,2,10,"t","t","strict",2297,4625
"4392","f","t","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed",109,1,2,4,"t","t","strict",2297,4625
"4393","t","t","South Boston","Apartment","Private room",2,1,1,1,"Real Bed",84,1,1,5,"t","f","flexible",2297,4625
"4394","f","f","South Boston","Apartment","Entire home/apt",4,1,1,2,"Real Bed",165,1,2,3,"t","f","strict",2297,4625
"4395","t","t","South Boston","Condominium","Entire home/apt",2,1,1,1,"Real Bed",135,1,1,17,"f","f","moderate",2297,4625
"4396","f","t","South Boston","Apartment","Entire home/apt",11,1,3,8,"Real Bed",150,3,2,0,"f","f","strict",2297,4625
"4397","f","t","South Boston","House","Private room",2,1.5,1,1,"Real Bed",69,1,1,117,"t","f","moderate",2297,4625
"4398","f","t","South Boston","Apartment","Private room",1,1,1,1,"Real Bed",88,1,6,40,"f","f","flexible",2297,4625
"4399","f","t","South Boston","Condominium","Entire home/apt",4,2,2,2,"Real Bed",700,1,3,5,"f","f","strict",2297,4625
"4400","f","f","South Boston","Apartment","Entire home/apt",5,1,1,1,"Real Bed",237,1,1,0,"t","f","flexible",2297,4625
"4401","f","t","South Boston","Condominium","Entire home/apt",6,2,2,2,"Real Bed",500,2,1,4,"f","f","strict",2297,4625
"4402","f","t","South Boston","Apartment","Private room",3,1,1,1,"Real Bed",115,2,2,136,"f","f","moderate",2297,4625
"4403","t","t","South Boston","Condominium","Entire home/apt",8,2,2,5,"Real Bed",298,4,1,4,"t","t","strict",2297,4625
"4404","t","t","South Boston","Apartment","Entire home/apt",4,1,2,2,"Real Bed",200,4,2,94,"t","t","strict",2297,4625
"4405","f","t","South Boston","House","Entire home/apt",11,2.5,4,8,"Real Bed",298,6,2,14,"f","f","strict",2297,4625
"4406","t","t","South Boston","Apartment","Entire home/apt",3,1,2,2,"Real Bed",200,1,1,7,"f","f","flexible",2297,4625
"4407","t","t","South Boston","House","Private room",2,1,1,1,"Real Bed",160,1,1,27,"f","f","moderate",2297,4625
"4408","t","t","South Boston","Apartment","Entire home/apt",4,1,2,2,"Real Bed",225,4,2,87,"t","t","strict",2297,4625
"4409","f","t","South Boston","Condominium","Entire home/apt",5,1,2,3,"Real Bed",250,1,3,3,"t","f","moderate",2297,4625
"4410","f","t","South Boston","Condominium","Entire home/apt",4,2,2,2,"Real Bed",300,1,3,4,"f","t","strict",2297,4625
"4411","f","t","South Boston","Apartment","Private room",1,1,1,3,"Real Bed",70,1,1,1,"f","f","flexible",2297,4625
"4412","f","t","South Boston","House","Private room",2,1,1,1,"Real Bed",69,1,1,146,"t","f","flexible",2297,4625
"4413","f","t","South Boston","House","Entire home/apt",14,3.5,3,7,"Real Bed",349,8,2,43,"f","t","strict",2297,4625
"4414","f","t","South Boston","Condominium","Private room",2,1,1,1,"Real Bed",90,1,1,2,"t","f","moderate",2297,4625
"4415","f","t","South Boston","Condominium","Entire home/apt",6,2.5,2,3,"Real Bed",250,2,2,9,"t","f","strict",2297,4625
"4416","f","t","South Boston","Townhouse","Private room",2,1.5,1,1,"Real Bed",199,1,2,2,"f","f","strict",2297,4625
"4417","f","f","South Boston","Hostel","Private room",2,5,1,1,"Real Bed",95,1,2,5,"f","f","strict",2297,4625
"4418","f","t","South Boston","Apartment","Private room",2,1,1,1,"Real Bed",99,1,1,59,"f","f","flexible",2297,4625
"4419","t","t","South Boston","Apartment","Shared room",2,1,1,1,"Real Bed",75,1,1,39,"t","f","moderate",2297,4625
"4420","f","t","South Boston","House","Entire home/apt",10,2,3,3,"Real Bed",485,2,2,2,"f","f","moderate",2297,4625
"4421","f","t","South Boston","House","Entire home/apt",7,2.5,4,4,"Real Bed",391,1,2,19,"f","t","strict",2297,4625
"4422","f","f","South Boston","Apartment","Entire home/apt",6,2,3,3,"Real Bed",375,2,2,11,"t","t","strict",2297,4625
"4423","f","f","South Boston","House","Private room",2,1,1,1,"Real Bed",75,1,3,55,"t","f","moderate",2297,4625
"4424","f","f","South Boston","Condominium","Entire home/apt",4,1,1,1,"Real Bed",145,2,2,14,"f","f","strict",2297,4625
"4425","t","t","South Boston","Apartment","Entire home/apt",5,1,2,2,"Real Bed",130,4,2,99,"t","t","strict",2297,4625
"4426","t","t","South Boston","Apartment","Entire home/apt",6,1,2,2,"Real Bed",185,4,1,62,"f","t","strict",2297,4625
"4427","f","f","South Boston","Condominium","Entire home/apt",6,2,2,3,"Real Bed",175,4,1,121,"f","t","strict",2297,4625
"4428","f","t","South Boston","Apartment","Entire home/apt",10,2,3,7,"Real Bed",250,3,2,0,"f","f","strict",2297,4625
"4429","t","f","South Boston","Condominium","Entire home/apt",4,2,2,2,"Real Bed",250,1,2,15,"f","f","moderate",2297,4625
"4430","f","f","South Boston","Apartment","Private room",1,1,1,1,"Real Bed",57,1,1,7,"t","f","flexible",2297,4625
"4431","f","f","South Boston","House","Entire home/apt",6,1.5,2,3,"Real Bed",250,1,2,0,"t","f","flexible",2297,4625
"4432","f","t","South Boston","Condominium","Shared room",1,1,1,1,"Pull-out Sofa",87,1,1,78,"t","f","strict",2297,4625
"4433","f","t","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed",159,1,2,4,"t","t","strict",2297,4625
"4434","f","f","South Boston","Condominium","Entire home/apt",4,2,2,3,"Real Bed",159,1,1,0,"t","f","flexible",2297,4625
"4435","t","t","South Boston","House","Private room",2,2,1,1,"Real Bed",120,1,2,33,"f","f","strict",2297,4625
"4436","f","t","South Boston","House","Entire home/apt",4,2,2,2,"Real Bed",400,3,1,4,"t","f","flexible",2297,4625
"4437","f","t","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed",129,1,2,3,"t","t","strict",2297,4625
"4438","f","f","South Boston","Apartment","Entire home/apt",6,1,2,3,"Real Bed",150,6,1,15,"f","f","strict",2297,4625
"4439","t","t","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed",175,2,2,38,"f","f","strict",2297,4625
"4440","f","t","South Boston","House","Entire home/apt",5,2,2,3,"Real Bed",350,1,1,1,"f","f","flexible",2297,4625
"4441","f","f","South Boston","Condominium","Entire home/apt",8,2,3,4,"Real Bed",350,1,3,2,"t","f","super_strict_60",2297,4625
"4442","f","t","South Boston","Apartment","Entire home/apt",4,2,2,2,"Real Bed",250,4,1,116,"f","t","moderate",2297,4625
"4443","f","f","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed",150,1,1,95,"f","f","moderate",2297,4625
"4444","t","t","South Boston","House","Private room",2,1,1,1,"Real Bed",108,1,1,57,"t","f","strict",2297,4625
"4445","f","f","South Boston","Condominium","Entire home/apt",2,1,1,1,"Real Bed",250,2,1,3,"t","f","moderate",2297,4625
"4446","t","t","South Boston","House","Private room",1,1,1,1,"Real Bed",106,1,2,68,"f","f","moderate",2297,4625
"4447","t","t","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed",150,1,3,154,"t","t","moderate",2297,4625
"4448","t","t","South Boston","Apartment","Private room",2,1,1,1,"Real Bed",135,1,1,45,"f","f","moderate",2297,4625
"4449","t","t","South Boston","Apartment","Entire home/apt",8,4,4,4,"Real Bed",500,1,2,143,"f","t","moderate",2297,4625
"4450","f","t","South Boston","Apartment","Entire home/apt",6,1.5,3,2,"Real Bed",222,1,2,3,"f","f","strict",2297,4625
"4451","t","t","South Boston","Condominium","Entire home/apt",8,2,2,5,"Real Bed",288,4,1,25,"t","t","strict",2297,4625
"4452","t","t","South Boston","House","Entire home/apt",14,2.5,4,9,"Real Bed",399,8,1,39,"t","t","strict",2297,4625
"4453","f","f","South Boston","Hostel","Private room",2,5,1,1,"Real Bed",130,1,2,1,"f","f","strict",2297,4625
"4454","f","t","South Boston","Apartment","Entire home/apt",2,1,1,2,"Real Bed",149,1,4,1,"f","f","flexible",2297,4625
"4455","f","t","South Boston","Condominium","Entire home/apt",2,1,0,1,"Futon",140,1,1,15,"f","f","moderate",2297,4625
"4456","f","t","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed",119,1,2,4,"t","t","strict",2297,4625
"4457","f","t","South Boston","Condominium","Entire home/apt",2,1.5,1,1,"Real Bed",175,1,2,2,"f","f","moderate",2297,4625
"4458","t","t","South Boston","Apartment","Entire home/apt",5,1,1,1,"Real Bed",80,2,2,25,"f","t","strict",2297,4625
"4459","f","t","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed",199,1,1,18,"f","f","moderate",2297,4625
"4460","f","t","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed",140,1,1,1,"f","f","flexible",2297,4625
"4461","f","t","South Boston","Apartment","Entire home/apt",3,1,2,2,"Real Bed",150,2,1,23,"f","f","strict",2297,4625
"4462","f","t","South Boston","Apartment","Entire home/apt",4,1,1,2,"Real Bed",150,2,2,3,"f","f","flexible",2297,4625
"4463","f","t","South Boston","Condominium","Entire home/apt",4,1,1,2,"Real Bed",225,2,1,0,"f","f","moderate",2297,4625
"4464","f","t","South Boston","Condominium","Private room",3,1,1,1,"Real Bed",200,3,1,28,"f","f","moderate",2297,4625
"4465","f","f","South Boston","House","Private room",4,2,2,2,"Real Bed",210,4,1,2,"t","f","strict",2297,4625
"4466","f","f","South Boston","Condominium","Entire home/apt",4,1,2,2,"Real Bed",225,1,1,2,"f","f","flexible",2297,4625
"4467","f","f","South Boston","Apartment","Entire home/apt",5,1,1,3,"Real Bed",175,4,1,77,"f","f","strict",2297,4625
"4468","f","f","South Boston","Condominium","Entire home/apt",2,1,1,1,"Real Bed",150,1,1,22,"f","f","moderate",2297,4625
"4469","t","t","South Boston","Condominium","Private room",3,1,1,1,"Real Bed",108,1,1,24,"t","f","strict",2297,4625
"4470","f","f","South Boston","Apartment","Entire home/apt",2,1,1,2,"Real Bed",200,1,2,25,"f","f","moderate",2297,4625
"4471","f","f","South Boston","House","Entire home/apt",9,2,3,5,"Real Bed",1000,1,2,1,"f","f","flexible",2297,4625
"4472","f","t","South Boston","House","Private room",2,1,1,1,"Real Bed",155,1,1,3,"f","f","strict",2297,4625
"4473","f","t","South Boston","Condominium","Entire home/apt",6,1,3,3,"Real Bed",99,1,1,48,"t","t","strict",2297,4625
"4474","f","t","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed",109,1,2,5,"t","t","strict",2297,4625
"4475","f","t","South Boston","Apartment","Entire home/apt",4,2,2,1,"Real Bed",129,1,2,3,"t","t","strict",2297,4625
"4476","f","t","South Boston","Condominium","Entire home/apt",4,1,2,2,"Real Bed",99,1,1,127,"t","f","strict",2297,4625
"4477","f","t","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed",119,1,2,4,"t","t","strict",2297,4625
"4478","t","t","South Boston","House","Entire home/apt",8,1.5,2,4,"Real Bed",225,4,2,15,"f","f","strict",2297,4625
"4479","t","f","South Boston","Apartment","Entire home/apt",4,2,2,2,"Real Bed",245,4,1,53,"f","t","strict",2297,4625
"4480","f","t","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed",109,1,2,4,"t","t","strict",2297,4625
"4481","f","f","South Boston","House","Entire home/apt",8,1.5,5,5,"Real Bed",700,1,4,4,"t","f","super_strict_60",2297,4625
"4482","t","t","South Boston","House","Entire home/apt",8,2.5,4,5,"Real Bed",320,4,2,22,"f","t","moderate",2297,4625
"4483","f","t","South Boston","Apartment","Entire home/apt",4,2,2,2,"Real Bed",699,1,2,4,"t","t","strict",2297,4625
"4484","f","t","South Boston","Apartment","Entire home/apt",4,1,2,2,"Real Bed",250,2,2,6,"t","f","moderate",2297,4625
"4485","f","f","South Boston","Apartment","Private room",2,1,1,1,"Real Bed",200,1,1,3,"f","f","flexible",2297,4625
"4486","f","f","South Boston","House","Entire home/apt",4,1,2,2,"Real Bed",250,4,3,0,"t","f","moderate",2297,4625
"4487","f","f","South Boston","Apartment","Entire home/apt",3,2,1,1,"Real Bed",175,1,2,12,"f","f","flexible",2297,4625
"4488","f","t","South Boston","Apartment","Entire home/apt",5,1,1,3,"Real Bed",100,2,2,2,"f","f","strict",2297,4625
"4489","t","t","South Boston","Apartment","Entire home/apt",10,2,3,7,"Real Bed",149,3,2,55,"f","t","strict",2297,4625
"4490","f","t","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed",129,1,2,2,"t","f","strict",2297,4625
"4491","f","f","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed",189,1,2,17,"f","t","moderate",2297,4625
"4492","f","f","South Boston","Hostel","Private room",2,6,1,1,"Real Bed",144,1,2,2,"f","f","strict",2297,4625
"4493","f","f","South Boston","Apartment","Entire home/apt",12,2.5,3,6,"Real Bed",500,6,1,14,"f","t","strict",2297,4625
"4494","t","t","South Boston","Condominium","Private room",2,1,1,1,"Real Bed",108,1,1,40,"t","f","strict",2297,4625
"4495","f","t","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed",175,1,2,7,"f","f","moderate",2297,4625
"4496","f","t","South Boston","Condominium","Entire home/apt",5,1,1,2,"Real Bed",180,2,2,8,"f","f","flexible",2297,4625
"4497","f","t","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed",129,1,2,2,"t","f","strict",2297,4625
"4498","f","t","South Boston","Townhouse","Private room",2,2,1,1,"Real Bed",99,1,2,12,"f","f","strict",2297,4625
"4499","f","f","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed",225,2,3,1,"f","f","moderate",2297,4625
"4500","t","t","South Boston","House","Entire home/apt",16,3.5,5,10,"Real Bed",650,6,2,10,"f","t","strict",2297,4625
"4501","f","f","South Boston","Condominium","Private room",1,1,1,1,"Real Bed",115,1,1,10,"f","f","moderate",2297,4625
"4502","f","t","South Boston","Apartment","Entire home/apt",6,1,2,3,"Real Bed",250,2,1,92,"t","f","strict",2297,4625
"4503","f","f","South Boston","Condominium","Private room",2,1,1,1,"Real Bed",125,2,1,7,"f","f","flexible",2297,4625
"4504","f","t","South Boston","Apartment","Private room",2,1,1,1,"Real Bed",100,1,2,54,"f","f","strict",2297,4625
"4505","f","t","South Boston","Townhouse","Private room",2,2,1,1,"Real Bed",99,1,2,24,"f","f","strict",2297,4625
"4506","f","t","South Boston","Apartment","Entire home/apt",4,1,2,2,"Real Bed",225,1,1,0,"f","f","flexible",2297,4625
"4507","f","f","South Boston","Hostel","Private room",2,6,1,1,"Real Bed",144,1,2,19,"f","f","strict",2297,4625
"4508","f","t","South Boston","Apartment","Entire home/apt",4,2,2,2,"Real Bed",699,1,2,5,"t","t","strict",2297,4625
"4509","f","t","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed",299,2,2,6,"f","f","moderate",2297,4625
"4510","t","t","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed",186,1,2,19,"f","f","flexible",2297,4625
"4511","f","t","South Boston","Apartment","Private room",3,1,1,1,"Real Bed",88,1,1,22,"f","f","flexible",2297,4625
"4512","f","t","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed",150,1,3,28,"f","f","strict",2297,4625
"4513","f","f","South Boston","Apartment","Entire home/apt",2,1,0,1,"Real Bed",134,2,1,20,"t","f","flexible",2297,4625
"4514","f","f","South Boston","Apartment","Entire home/apt",2,1,0,1,"Real Bed",150,1,3,11,"f","t","flexible",2297,4625
"4515","f","t","South Boston","Apartment","Entire home/apt",2,1.5,1,1,"Real Bed",500,1,2,0,"f","f","flexible",2297,4625
"4516","f","t","South Boston","Apartment","Entire home/apt",5,2,2,2,"Real Bed",240,1,1,4,"f","f","flexible",2297,4625
"4517","f","t","South Boston","Townhouse","Private room",2,2,1,1,"Real Bed",99,1,2,16,"f","f","strict",2297,4625
"4518","t","t","South Boston","Apartment","Entire home/apt",8,1,2,4,"Real Bed",99,2,2,117,"f","t","strict",2297,4625
"4519","f","t","South Boston","Apartment","Entire home/apt",4,1,2,2,"Real Bed",395,4,2,42,"f","t","strict",2297,4625
"4520","f","t","South Boston","Apartment","Entire home/apt",4,1,2,2,"Real Bed",200,1,2,5,"t","f","flexible",2297,4625
"4521","f","t","South Boston","Apartment","Entire home/apt",4,2,1,2,"Real Bed",375,4,2,5,"f","f","moderate",2297,4625
"4522","f","t","South Boston","Apartment","Private room",2,1,1,1,"Real Bed",100,1,4,1,"f","f","flexible",2297,4625
"4523","t","t","South Boston","House","Entire home/apt",4,1.5,2,2,"Real Bed",300,2,2,60,"f","t","moderate",2297,4625
"4524","f","t","South Boston","Apartment","Entire home/apt",5,1,2,2,"Real Bed",260,4,2,2,"t","f","strict",2297,4625
"4525","f","t","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed",150,1,2,16,"f","f","flexible",2297,4625
"4526","f","f","South Boston","Apartment","Private room",1,1,1,1,"Real Bed",59,1,1,46,"t","f","strict",2297,4625
"4527","t","t","South Boston","Apartment","Entire home/apt",11,1,3,8,"Real Bed",139,3,2,64,"f","t","strict",2297,4625
"4528","f","t","South Boston","House","Entire home/apt",6,2.5,4,4,"Real Bed",350,6,2,63,"f","t","strict",2297,4625
"4529","f","t","South Boston","Townhouse","Entire home/apt",4,2,2,2,"Real Bed",180,1,7,3,"f","f","moderate",2297,4625
"4530","t","t","South Boston","Condominium","Private room",2,1,1,1,"Real Bed",108,1,1,19,"t","f","strict",2297,4625
"4531","f","t","South Boston","Apartment","Entire home/apt",4,1,2,2,"Real Bed",200,1,1,13,"f","f","strict",2297,4625
"4532","t","t","South Boston","Condominium","Entire home/apt",6,1,1,4,"Real Bed",79,2,2,80,"f","t","strict",2297,4625
"4533","f","t","South Boston","Apartment","Entire home/apt",4,2,2,2,"Real Bed",129,1,2,17,"t","t","strict",2297,4625
"4534","f","f","South Boston","Apartment","Private room",2,1,1,1,"Real Bed",82,1,2,6,"f","f","strict",2297,4625
"4535","t","t","South Boston","Apartment","Entire home/apt",11,1,3,8,"Real Bed",149,3,2,55,"f","t","flexible",2297,4625
"4536","f","f","South Boston","Townhouse","Entire home/apt",14,2,5,9,"Real Bed",299,8,1,56,"f","t","strict",2297,4625
"4537","t","t","South Boston","Apartment","Entire home/apt",14,1.5,4,9,"Real Bed",250,1,1,17,"f","t","strict",2297,4625
"4538","t","t","South Boston","Apartment","Shared room",2,1,1,1,"Real Bed",69,1,1,1,"t","f","flexible",2297,4625
"4539","t","t","South Boston","Condominium","Private room",2,1,1,1,"Real Bed",172,1,2,24,"f","f","flexible",2297,4625
"4540","t","t","South Boston","Apartment","Entire home/apt",13,2,3,7,"Real Bed",399,6,2,0,"f","f","strict",2297,4625
"4541","f","f","South Boston","Apartment","Entire home/apt",14,2,4,7,"Real Bed",275,9,1,30,"f","f","strict",2297,4625
"4542","f","f","South Boston","Condominium","Private room",2,1,1,1,"Real Bed",75,2,1,0,"f","f","strict",2297,4625
"4543","f","t","South Boston","Apartment","Entire home/apt",6,2,3,6,"Real Bed",399,6,3,9,"f","f","strict",2297,4625
"4544","f","f","South Boston","House","Shared room",2,1,1,1,"Real Bed",75,1,5,26,"t","f","flexible",2297,4625
"4545","t","t","South Boston","House","Private room",3,1,1,1,"Real Bed",90,1,2,36,"f","f","moderate",2297,4625
"4546","f","t","South Boston","Condominium","Entire home/apt",4,1,2,2,"Real Bed",149,1,2,3,"f","f","strict",2297,4625
"4547","f","f","South Boston","Other","Private room",2,1,1,1,"Real Bed",95,1,1,1,"f","f","moderate",2297,4625
"4548","f","f","South Boston","House","Private room",2,1,0,1,"Real Bed",150,1,1,2,"t","f","strict",2297,4625
"4549","f","f","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed",125,1,2,1,"f","f","flexible",2297,4625
"4550","f","t","South Boston","Condominium","Entire home/apt",6,2,2,2,"Real Bed",250,1,1,87,"t","f","flexible",2297,4625
"4551","t","t","South Boston","Apartment","Shared room",1,1,1,1,"Real Bed",49,1,1,3,"t","f","flexible",2297,4625
"4552","t","t","South Boston","Condominium","Entire home/apt",9,2,3,5,"Real Bed",325,4,2,33,"f","t","strict",2297,4625
"4553","f","f","Allston","Guest suite","Private room",2,1,0,1,"Real Bed",79,1,1,1,"t","f","moderate",4681,7880
"4554","f","f","Allston","Other","Private room",1,1,1,1,"Real Bed",115,1,1,2,"f","f","moderate",4681,7880
"4555","f","t","Allston","Townhouse","Private room",2,1,2,2,"Real Bed",230,1,3,3,"f","f","moderate",4681,7880
"4556","f","t","Allston","Apartment","Private room",1,1,1,1,"Real Bed",45,1,1,29,"t","f","flexible",4681,7880
"4557","f","t","Allston","Apartment","Private room",2,2,1,1,"Real Bed",75,2,1,35,"t","f","flexible",4681,7880
"4558","f","f","Allston","House","Private room",2,1,1,1,"Real Bed",89,2,1,4,"f","f","strict",4681,7880
"4559","f","f","Allston","Apartment","Private room",2,1,2,2,"Real Bed",50,1,1,0,"t","f","flexible",4681,7880
"4560","f","t","Allston","Apartment","Private room",2,1,1,1,"Real Bed",45,1,10,0,"t","f","moderate",4681,7880
"4561","f","t","Allston","Apartment","Private room",2,1,1,1,"Real Bed",100,1,3,3,"t","f","flexible",4681,7880
"4562","f","t","Allston","House","Private room",2,2,1,1,"Real Bed",70,2,1,87,"t","f","flexible",4681,7880
"4563","f","t","Allston","Apartment","Private room",2,1,1,1,"Real Bed",40,1,6,0,"f","f","flexible",4681,7880
"4564","f","t","Allston","Apartment","Private room",1,1,1,1,"Real Bed",60,1,1,0,"f","f","flexible",4681,7880
"4565","t","f","Allston","House","Private room",2,1,1,1,"Real Bed",68,1,2,45,"f","f","strict",4681,7880
"4566","f","f","Allston","House","Private room",2,1,1,1,"Real Bed",80,1,1,1,"f","f","strict",4681,7880
"4567","t","f","Allston","Apartment","Private room",2,1,1,1,"Real Bed",78,1,2,26,"f","f","strict",4681,7880
"4568","f","f","Allston","House","Private room",2,1,1,1,"Futon",120,1,1,1,"f","f","flexible",4681,7880
"4569","t","t","Allston","Apartment","Entire home/apt",3,1,1,2,"Real Bed",130,2,1,38,"t","t","strict",4681,7880
"4570","f","t","Allston","House","Private room",2,1,1,1,"Real Bed",86,1,1,3,"f","f","flexible",4681,7880
"4571","f","f","Allston","House","Private room",1,3,1,1,"Real Bed",29,1,1,5,"f","f","strict",4681,7880
"4572","f","t","Allston","Condominium","Private room",2,1,1,1,"Real Bed",100,1,1,0,"f","f","strict",4681,7880
"4573","t","f","Allston","Apartment","Entire home/apt",2,1,0,1,"Real Bed",175,2,5,19,"f","t","strict",4681,7880
"4574","f","t","Allston","Apartment","Entire home/apt",3,1,1,2,"Real Bed",175,1,2,38,"f","t","moderate",4681,7880
"4575","f","t","Allston","Apartment","Entire home/apt",4,1,2,2,"Real Bed",75,4,4,0,"f","f","flexible",4681,7880
"4576","f","f","Allston","Apartment","Entire home/apt",4,1,1,2,"Real Bed",80,1,1,55,"f","f","strict",4681,7880
"4577","f","t","Allston","Apartment","Entire home/apt",4,1,2,2,"Real Bed",195,1,1,1,"f","f","flexible",4681,7880
"4578","f","f","Allston","Apartment","Entire home/apt",4,1,1,1,"Real Bed",130,1,2,5,"f","f","flexible",4681,7880
"4579","f","f","Allston","House","Private room",1,2,1,1,"Real Bed",40,1,1,9,"f","f","strict",4681,7880
"4580","f","t","Allston","House","Private room",2,1,1,1,"Real Bed",69,1,1,6,"f","f","strict",4681,7880
"4581","t","t","Allston","Condominium","Private room",2,1,1,1,"Real Bed",109,1,1,0,"t","f","flexible",4681,7880
"4582","f","f","Allston","Apartment","Private room",1,1,1,1,"Real Bed",36,1,7,2,"f","f","moderate",4681,7880
"4583","f","t","Allston","Apartment","Entire home/apt",4,1,2,2,"Real Bed",75,1,1,14,"f","f","strict",4681,7880
"4584","f","t","Allston","Condominium","Entire home/apt",6,2,2,3,"Real Bed",109,2,2,14,"t","t","strict",4681,7880
"4585","f","t","Allston","Apartment","Entire home/apt",3,1,1,1,"Real Bed",159,2,1,11,"f","f","moderate",4681,7880
"4586","t","t","Allston","Apartment","Entire home/apt",6,1,3,4,"Real Bed",139,4,2,75,"f","t","moderate",4681,7880
"4587","f","f","Allston","Condominium","Entire home/apt",10,1,4,5,"Real Bed",230,4,2,0,"f","f","flexible",4681,7880
"4588","f","t","Allston","Condominium","Entire home/apt",7,1,3,3,"Real Bed",325,6,2,35,"f","t","strict",4681,7880
"4589","f","t","Allston","Apartment","Private room",2,1,1,1,"Real Bed",51,1,3,4,"f","f","strict",4681,7880
"4590","f","f","Allston","House","Entire home/apt",5,1,2,2,"Real Bed",300,1,2,0,"t","f","flexible",4681,7880
"4591","f","t","Allston","Apartment","Entire home/apt",5,1,2,2,"Real Bed",524,1,2,0,"f","f","flexible",4681,7880
"4592","f","t","Allston","House","Entire home/apt",6,3,4,4,"Real Bed",199,6,1,3,"f","f","strict",4681,7880
"4593","f","f","Allston","Apartment","Shared room",1,2,1,1,"Futon",30,1,7,1,"f","f","flexible",4681,7880
"4594","f","t","Allston","House","Shared room",1,2,1,1,"Airbed",59,1,1,8,"t","f","strict",4681,7880
"4595","t","t","Allston","Apartment","Shared room",1,1,1,1,"Real Bed",47,1,3,26,"f","f","strict",4681,7880
"4596","f","t","Allston","Apartment","Private room",2,1,1,1,"Real Bed",42,1,3,8,"f","f","flexible",4681,7880
"4597","t","t","Allston","Apartment","Entire home/apt",8,1,3,3,"Real Bed",159,4,2,1,"t","f","strict",4681,7880
"4598","f","t","Allston","Apartment","Entire home/apt",4,1,1,2,"Real Bed",120,1,1,0,"f","f","strict",4681,7880
"4599","t","t","Allston","Condominium","Entire home/apt",6,1,2,4,"Real Bed",225,2,2,2,"t","f","moderate",4681,7880
"4600","f","f","Allston","Apartment","Entire home/apt",4,1,1,2,"Real Bed",140,2,2,21,"f","f","flexible",4681,7880
"4601","f","t","Allston","Apartment","Entire home/apt",2,1,0,1,"Real Bed",100,2,1,13,"f","f","strict",4681,7880
"4602","t","f","Allston","House","Private room",1,3,1,1,"Real Bed",45,1,60,1,"f","f","strict",4681,7880
"4603","f","f","Allston","House","Private room",1,3,1,1,"Real Bed",35,1,120,4,"f","f","strict",4681,7880
"4604","f","f","Allston","Apartment","Entire home/apt",1,1,1,1,"Real Bed",66,1,2,8,"f","f","moderate",4681,7880
"4605","f","f","Allston","Apartment","Private room",1,2,1,1,"Real Bed",42,1,55,1,"f","f","strict",4681,7880
"4606","f","f","Allston","Apartment","Private room",2,1,1,1,"Real Bed",62,1,1,2,"f","f","strict",4681,7880
"4607","f","t","Allston","House","Private room",1,2,1,1,"Real Bed",65,1,1,32,"t","f","flexible",4681,7880
"4608","f","t","Allston","Apartment","Entire home/apt",2,1,1,1,"Real Bed",129,1,2,1,"f","f","strict",4681,7880
"4609","f","t","Allston","Apartment","Entire home/apt",5,1,2,2,"Real Bed",180,4,1,11,"f","t","flexible",4681,7880
"4610","f","f","Allston","Apartment","Private room",2,2,1,1,"Real Bed",49,1,2,4,"t","f","flexible",4681,7880
"4611","f","f","Allston","Apartment","Private room",1,2,1,1,"Real Bed",60,1,3,5,"t","f","strict",4681,7880
"4612","f","f","Allston","Apartment","Private room",2,1,1,1,"Real Bed",50,1,2,0,"t","f","flexible",4681,7880
"4613","f","t","Allston","House","Private room",6,1,1,2,"Real Bed",95,1,1,2,"f","f","strict",4681,7880
"4614","f","f","Allston","Apartment","Private room",1,1,1,1,"Real Bed",120,1,1,0,"f","f","flexible",4681,7880
