"","host_is_superhost","host_identity_verified","neighbourhood_cleansed","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","guests_included","minimum_nights","number_of_reviews","instant_bookable","is_business_travel_ready","cancellation_policy"
"2309","f","t","Charlestown","Apartment","Entire home/apt",4,1,2,2,"Real Bed","$190.00",1,2,0,"f","f","strict"
"2310","f","f","Charlestown","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$600.00",1,1,0,"f","f","flexible"
"2311","t","t","Charlestown","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$130.00",1,2,28,"f","f","flexible"
"2312","f","f","Charlestown","Apartment","Private room",1,1,1,1,"Real Bed","$200.00",1,1,0,"f","f","flexible"
"2313","f","f","Charlestown","Apartment","Private room",3,1,1,1,"Real Bed","$129.00",2,2,11,"t","f","strict"
"2314","t","f","Charlestown","Townhouse","Entire home/apt",8,3.5,4,4,"Real Bed","$400.00",1,2,11,"t","t","moderate"
"2315","f","f","Charlestown","Condominium","Entire home/apt",4,1.5,2,2,"Real Bed","$375.00",1,1,4,"f","f","flexible"
"2316","t","t","Charlestown","Apartment","Private room",1,1,1,1,"Real Bed","$54.00",1,1,5,"f","f","flexible"
"2317","f","f","Charlestown","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$265.00",1,2,2,"f","f","strict"
"2318","f","t","Charlestown","Condominium","Entire home/apt",3,1,1,1,"Real Bed","$128.00",1,2,32,"t","f","moderate"
"2319","t","t","Charlestown","Condominium","Entire home/apt",3,2,1,1,"Real Bed","$193.00",1,2,13,"f","f","strict"
"2320","t","t","Charlestown","Apartment","Private room",2,1,1,2,"Real Bed","$88.00",2,1,45,"t","f","moderate"
"2321","f","f","Charlestown","Condominium","Entire home/apt",3,1,1,1,"Real Bed","$160.00",1,3,5,"f","t","flexible"
"2322","f","t","Charlestown","Apartment","Entire home/apt",4,1,1,1,"Real Bed","$200.00",2,2,20,"f","f","strict"
"2323","f","t","Charlestown","Condominium","Entire home/apt",5,1,2,3,"Real Bed","$177.00",1,1,7,"t","f","strict"
"2324","f","t","Charlestown","House","Entire home/apt",4,1,2,2,"Real Bed","$300.00",1,3,0,"t","f","flexible"
"2325","t","t","Charlestown","Apartment","Private room",2,1,1,1,"Real Bed","$54.00",1,1,3,"f","f","flexible"
"2326","f","t","Charlestown","House","Entire home/apt",2,1,1,1,"Real Bed","$213.00",2,2,78,"f","f","strict"
"2327","t","t","Charlestown","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$200.00",1,1,19,"t","t","moderate"
"2328","f","f","Charlestown","House","Entire home/apt",8,2.5,3,4,"Real Bed","$417.00",1,2,0,"f","f","strict"
"2329","f","t","Charlestown","Apartment","Entire home/apt",2,1,0,2,"Real Bed","$175.00",2,1,51,"f","f","strict"
"2330","f","f","Charlestown","Bed & Breakfast","Private room",2,1,1,1,"Real Bed","$160.00",1,2,29,"f","f","strict"
"2331","f","f","Charlestown","House","Entire home/apt",8,2,4,4,"Real Bed","$360.00",1,3,3,"t","t","flexible"
"2332","f","t","Charlestown","Condominium","Entire home/apt",4,1,1,2,"Real Bed","$300.00",2,1,66,"f","t","strict"
"2333","f","f","Charlestown","Townhouse","Entire home/apt",6,2,3,5,"Real Bed","$500.00",6,3,0,"f","f","flexible"
"2334","f","f","Charlestown","Apartment","Entire home/apt",4,2,2,2,"Real Bed","$200.00",1,3,0,"f","f","strict"
"2335","f","f","Charlestown","Condominium","Entire home/apt",4,2,2,2,"Real Bed","$150.00",1,1,39,"t","f","strict"
"2336","f","f","Charlestown","Apartment","Private room",2,1,1,1,"Real Bed","$200.00",1,1,2,"f","f","flexible"
"2337","f","t","Charlestown","House","Private room",2,2,1,1,"Real Bed","$150.00",1,1,0,"t","f","flexible"
"2338","f","t","Charlestown","House","Entire home/apt",6,2.5,3,3,"Real Bed","$250.00",1,1,1,"f","f","flexible"
"2339","f","f","Charlestown","Condominium","Entire home/apt",6,1.5,2,2,"Real Bed","$219.00",1,1,11,"f","f","moderate"
"2340","f","t","Charlestown","Condominium","Entire home/apt",4,2,2,2,"Real Bed","$350.00",1,1,0,"f","f","strict"
"2341","f","t","Charlestown","Apartment","Entire home/apt",1,1,1,1,"Real Bed","$275.00",1,3,0,"t","f","flexible"
"2342","f","f","Charlestown","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$300.00",1,1,0,"f","f","flexible"
"2343","f","f","Charlestown","Apartment","Entire home/apt",4,1,2,2,"Real Bed","$300.00",1,3,6,"f","f","strict"
"2344","f","t","Charlestown","Condominium","Entire home/apt",5,2.5,2,2,"Real Bed","$450.00",1,2,0,"f","f","moderate"
"2345","f","t","Charlestown","House","Private room",2,1,1,1,"Futon","$200.00",1,1,8,"f","f","flexible"
"2346","f","f","Charlestown","Boat","Entire home/apt",4,2,2,2,"Real Bed","$307.00",2,2,5,"f","f","moderate"
"2347","t","f","Charlestown","House","Entire home/apt",6,4,4,5,"Real Bed","$325.00",5,2,24,"f","f","strict"
"2348","f","t","Charlestown","Apartment","Entire home/apt",3,2,2,2,"Real Bed","$1,000.00",1,200,0,"f","f","strict"
"2349","f","f","Charlestown","Boat","Entire home/apt",2,1,0,1,"Real Bed","$229.00",1,1,8,"f","f","moderate"
"2350","f","f","Charlestown","Boat","Entire home/apt",2,1,0,1,"Real Bed","$229.00",1,1,8,"f","f","moderate"
"2351","t","t","Charlestown","Apartment","Private room",2,1,1,1,"Real Bed","$61.00",1,1,3,"f","f","flexible"
"2352","t","t","Charlestown","Townhouse","Private room",2,1.5,1,1,"Real Bed","$135.00",1,1,2,"f","f","flexible"
"2353","f","t","Charlestown","Townhouse","Entire home/apt",6,2.5,3,4,"Real Bed","$240.00",1,2,0,"t","f","flexible"
"2354","f","f","Charlestown","Boat","Entire home/apt",2,1,0,1,"Real Bed","$229.00",1,1,5,"f","f","moderate"
"2355","t","t","Charlestown","Apartment","Entire home/apt",6,1,3,3,"Real Bed","$195.00",1,1,109,"f","f","flexible"
"2356","f","t","Charlestown","Apartment","Entire home/apt",4,1,1,2,"Real Bed","$223.00",1,4,5,"f","f","moderate"
"2357","f","t","Charlestown","Apartment","Entire home/apt",4,1,1,2,"Real Bed","$75.00",2,1,33,"f","t","strict"
"2358","t","t","Charlestown","Apartment","Private room",2,1,1,1,"Real Bed","$65.00",1,1,5,"f","f","flexible"
"2359","f","t","Charlestown","Apartment","Entire home/apt",2,1,1,2,"Real Bed","$129.00",1,2,0,"f","f","strict"
"2360","f","t","Charlestown","Apartment","Entire home/apt",4,1,1,1,"Real Bed","$99.00",1,1,15,"f","f","strict"
"2361","f","t","Charlestown","Condominium","Private room",2,1,1,1,"Real Bed","$75.00",1,1,0,"f","f","flexible"
"2362","f","f","Charlestown","Condominium","Entire home/apt",4,1.5,2,2,"Real Bed","$395.00",1,14,0,"t","f","flexible"
"2363","f","t","Charlestown","House","Entire home/apt",10,1.5,3,6,"Real Bed","$99.00",5,1,27,"f","t","strict"
"2364","f","t","Charlestown","Apartment","Entire home/apt",4,1,1,2,"Real Bed","$200.00",1,4,10,"f","f","moderate"
"2365","f","t","Charlestown","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$150.00",1,2,16,"t","f","flexible"
"2366","f","t","Charlestown","Condominium","Entire home/apt",5,1,2,3,"Real Bed","$167.00",1,1,5,"t","f","strict"
"2367","f","f","Charlestown","Apartment","Private room",2,1,0,1,"Real Bed","$299.00",1,1,0,"f","f","flexible"
"2368","f","t","Charlestown","Condominium","Entire home/apt",4,1,2,2,"Real Bed","$225.00",1,2,25,"f","f","strict"
"2369","t","t","Charlestown","Apartment","Entire home/apt",6,1,2,2,"Real Bed","$275.00",1,2,25,"f","f","moderate"
"2370","f","t","Charlestown","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$195.00",1,2,86,"f","t","strict"
"2371","f","f","Charlestown","Apartment","Private room",2,1,1,1,"Real Bed","$92.00",1,1,0,"f","f","flexible"
"2372","f","f","Charlestown","Condominium","Entire home/apt",4,1,2,3,"Real Bed","$170.00",1,2,0,"t","f","flexible"
"2373","t","t","Charlestown","House","Entire home/apt",3,1,1,2,"Real Bed","$149.00",3,2,108,"f","f","flexible"
"2374","f","t","Charlestown","Condominium","Entire home/apt",3,1,1,1,"Real Bed","$160.00",1,1,45,"f","t","strict"
"2375","f","f","Charlestown","Apartment","Entire home/apt",4,1,2,2,"Real Bed","$175.00",1,2,0,"t","f","strict"
"2376","f","f","Charlestown","Apartment","Private room",1,1,1,1,"Real Bed","$80.00",1,6,0,"f","f","flexible"
"2377","f","t","Charlestown","Apartment","Private room",2,1,1,1,"Real Bed","$125.00",1,4,66,"f","f","moderate"
"2378","t","t","Charlestown","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$155.00",2,2,66,"f","t","strict"
"2379","f","t","Charlestown","Apartment","Entire home/apt",2,1,1,2,"Real Bed","$215.00",1,5,27,"t","f","strict"
"2380","f","f","Charlestown","House","Private room",2,1.5,1,1,"Real Bed","$99.00",1,2,5,"t","f","strict"
"2381","t","t","Charlestown","Apartment","Entire home/apt",3,1,1,2,"Real Bed","$249.00",4,2,11,"f","f","strict"
"2382","f","t","Charlestown","Condominium","Entire home/apt",4,1,2,2,"Real Bed","$350.00",1,2,2,"f","f","strict"
"2383","f","f","Charlestown","Condominium","Private room",2,1,1,1,"Real Bed","$81.00",1,2,3,"t","f","flexible"
"2384","t","t","Charlestown","Apartment","Entire home/apt",4,1,1,2,"Real Bed","$150.00",1,2,277,"f","f","moderate"
"2385","f","t","Charlestown","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$150.00",2,3,28,"f","f","strict"
"2386","f","f","Charlestown","House","Entire home/apt",6,3,4,4,"Real Bed","$780.00",1,2,7,"f","f","strict"
"2387","f","f","Charlestown","Apartment","Entire home/apt",6,2,3,3,"Real Bed","$315.00",1,3,10,"t","f","strict"
"2388","t","t","Charlestown","Apartment","Entire home/apt",4,1,2,2,"Real Bed","$104.00",1,1,42,"f","f","flexible"
"2389","f","t","Charlestown","Condominium","Private room",1,1,1,1,"Real Bed","$79.00",1,1,77,"f","f","moderate"
"2390","f","f","Charlestown","Apartment","Entire home/apt",4,1,2,2,"Real Bed","$250.00",1,2,9,"t","f","strict"
"2391","f","t","Charlestown","Condominium","Entire home/apt",3,1,1,1,"Real Bed","$117.00",1,1,5,"f","f","flexible"
"2392","f","f","Charlestown","House","Entire home/apt",8,3.5,4,5,"Real Bed","$350.00",1,4,0,"f","f","strict"
"2393","t","t","Charlestown","House","Entire home/apt",10,4,3,5,"Real Bed","$625.00",1,2,3,"f","f","moderate"
"2394","f","t","Charlestown","Bed & Breakfast","Private room",2,1,1,1,"Real Bed","$210.00",1,2,2,"f","f","strict"
"2395","f","f","Charlestown","House","Private room",2,1.5,1,1,"Real Bed","$99.00",1,2,4,"t","f","strict"
"2396","t","t","Charlestown","Apartment","Private room",2,1,1,1,"Real Bed","$56.00",1,1,3,"f","f","flexible"
"2397","f","f","Charlestown","Apartment","Entire home/apt",4,1,2,2,"Real Bed","$250.00",1,2,11,"t","f","moderate"
"2398","t","t","Charlestown","Apartment","Entire home/apt",8,1,2,3,"Real Bed","$169.00",4,6,74,"t","t","flexible"
"2399","f","f","Charlestown","Boat","Entire home/apt",4,1.5,2,2,"Real Bed","$307.00",2,2,1,"f","f","moderate"
"2400","f","f","Charlestown","Boat","Entire home/apt",6,2,2,3,"Real Bed","$350.00",2,2,3,"f","f","strict"
"2401","t","t","Charlestown","Townhouse","Private room",2,1.5,1,1,"Real Bed","$145.00",1,1,11,"f","f","flexible"
"2402","f","t","Charlestown","Apartment","Entire home/apt",3,2,2,2,"Real Bed","$225.00",3,2,26,"f","t","strict"
"2403","f","t","Charlestown","Apartment","Entire home/apt",2,1,1,2,"Real Bed","$130.00",1,2,17,"f","f","moderate"
"2404","f","f","Charlestown","Bed & Breakfast","Private room",2,1,1,1,"Real Bed","$175.00",1,2,21,"f","f","strict"
"2405","f","t","Charlestown","Apartment","Private room",2,1,1,1,"Real Bed","$100.00",1,1,0,"t","f","flexible"
"2406","f","f","Charlestown","Condominium","Entire home/apt",4,2,2,2,"Real Bed","$450.00",1,1,0,"t","f","flexible"
"2407","f","f","Charlestown","Boat","Entire home/apt",3,1,1,1,"Real Bed","$250.00",2,2,3,"t","f","strict"
"2408","f","f","Charlestown","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$195.00",2,2,41,"f","t","moderate"
"2409","f","t","Charlestown","Condominium","Entire home/apt",3,1,2,2,"Real Bed","$175.00",1,2,5,"f","f","flexible"
"2410","f","t","Charlestown","Apartment","Entire home/apt",8,1,2,4,"Real Bed","$99.00",4,1,70,"t","t","strict"
"2411","f","f","Charlestown","Boat","Entire home/apt",8,3.5,4,6,"Real Bed","$1,250.00",6,3,6,"f","f","strict"
"2412","t","t","Charlestown","Apartment","Entire home/apt",3,1,2,2,"Real Bed","$225.00",3,2,15,"f","f","moderate"
"2413","f","f","Charlestown","Apartment","Private room",3,1,1,1,"Real Bed","$75.00",1,2,9,"t","f","strict"
"2414","f","t","Charlestown","Apartment","Entire home/apt",2,1,0,1,"Pull-out Sofa","$119.00",1,2,23,"f","f","moderate"
"2415","t","t","Charlestown","Apartment","Private room",2,1,1,1,"Real Bed","$55.00",1,1,1,"f","f","flexible"
"2416","f","t","West End","Apartment","Entire home/apt",5,2,2,3,"Real Bed","$289.00",1,10,1,"f","f","moderate"
"2417","f","f","West End","Apartment","Entire home/apt",5,2,2,3,"Real Bed","$146.00",1,2,8,"t","t","strict"
"2418","f","f","West End","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$147.00",1,10,0,"f","f","strict"
"2419","f","t","West End","Condominium","Entire home/apt",3,1,1,2,"Real Bed","$175.00",1,21,3,"f","t","moderate"
"2420","f","f","West End","Apartment","Entire home/apt",7,2,3,4,"Real Bed","$429.00",1,2,8,"f","f","strict"
"2421","f","t","West End","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$249.00",4,4,0,"f","f","super_strict_30"
"2422","f","t","West End","Apartment","Private room",2,1,1,1,"Real Bed","$80.00",1,3,0,"t","f","moderate"
"2423","f","t","West End","Other","Entire home/apt",5,2,2,3,"Real Bed","$337.00",1,10,5,"f","f","moderate"
"2424","f","f","West End","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$145.00",1,3,0,"f","f","strict"
"2425","f","t","West End","Other","Entire home/apt",5,2,2,3,"Real Bed","$337.00",1,10,0,"f","f","moderate"
"2426","f","t","West End","Other","Entire home/apt",3,1,1,2,"Real Bed","$246.00",1,10,6,"f","f","moderate"
"2427","f","t","West End","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$130.00",1,60,5,"f","t","strict"
"2428","f","f","West End","Apartment","Entire home/apt",7,2,3,4,"Real Bed","$429.00",1,2,24,"t","t","strict"
"2429","f","f","West End","Apartment","Entire home/apt",5,2,2,3,"Real Bed","$275.00",1,14,5,"f","t","strict"
"2430","f","f","West End","Apartment","Entire home/apt",5,2,2,2,"Real Bed","$800.00",1,10,0,"f","f","strict"
"2431","f","t","West End","Condominium","Private room",2,1,1,2,"Real Bed","$105.00",1,2,31,"t","f","moderate"
"2432","f","f","West End","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$571.00",1,10,0,"f","f","strict"
"2433","f","t","West End","Apartment","Entire home/apt",5,2,2,2,"Real Bed","$186.00",1,10,2,"f","f","strict"
"2434","f","f","West End","Apartment","Entire home/apt",5,2,2,2,"Real Bed","$189.00",1,10,0,"f","f","strict"
"2435","f","t","West End","Apartment","Entire home/apt",3,1,1,2,"Real Bed","$220.00",1,3,9,"f","f","moderate"
"2436","t","t","West End","Apartment","Entire home/apt",2,1,1,2,"Real Bed","$169.00",1,30,3,"f","t","moderate"
"2437","f","f","West End","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$140.00",1,7,3,"f","f","strict"
"2438","f","t","West End","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$139.00",1,10,8,"f","t","strict"
"2439","f","t","West End","Other","Entire home/apt",3,1,1,2,"Real Bed","$246.00",1,10,0,"f","f","moderate"
"2440","f","t","West End","Apartment","Entire home/apt",5,2,2,2,"Real Bed","$189.00",1,10,0,"f","f","strict"
"2441","f","t","West End","Apartment","Entire home/apt",5,2,2,2,"Real Bed","$175.00",1,10,0,"f","f","strict"
"2442","f","t","West End","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$133.00",1,10,0,"f","f","strict"
"2443","f","t","West End","Apartment","Entire home/apt",5,2,2,2,"Real Bed","$174.00",1,5,0,"f","f","strict"
"2444","f","t","West End","Apartment","Entire home/apt",5,2,2,2,"Real Bed","$179.00",1,10,0,"f","f","strict"
"2445","f","t","West End","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$134.00",1,10,0,"f","f","strict"
"2446","f","t","West End","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$125.00",1,10,0,"f","f","strict"
"2447","f","f","West End","Apartment","Entire home/apt",5,2,2,1,"Real Bed","$175.00",1,3,0,"f","f","strict"
"2448","f","t","West End","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$129.00",1,10,0,"f","f","strict"
"2449","f","t","West End","Apartment","Entire home/apt",5,2,2,2,"Real Bed","$342.00",1,10,0,"f","f","strict"
"2450","f","t","West End","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$228.00",1,10,0,"f","f","strict"
"2451","f","f","West End","Apartment","Entire home/apt",5,2,2,1,"Real Bed","$171.00",1,3,0,"f","f","strict"
"2452","f","t","West End","Apartment","Entire home/apt",5,2,2,2,"Real Bed","$181.00",1,10,0,"f","f","strict"
"2453","f","f","West End","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$145.00",1,3,0,"f","f","strict"
"2454","f","f","West End","Apartment","Entire home/apt",2,1,0,2,"Real Bed","$128.00",2,4,3,"f","f","moderate"
"2455","f","f","West End","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$175.00",3,1,25,"f","f","strict"
"2456","f","t","West End","Other","Entire home/apt",3,1,1,2,"Real Bed","$293.00",1,10,0,"f","f","moderate"
"2457","t","t","West End","Apartment","Entire home/apt",4,2,2,2,"Real Bed","$514.00",1,5,0,"f","f","moderate"
"2458","f","f","West End","Apartment","Entire home/apt",4,1,1,1,"Real Bed","$199.00",1,1,1,"f","f","strict"
"2459","f","f","West End","Apartment","Private room",2,1,1,2,"Real Bed","$139.00",1,2,0,"f","f","strict"
"2460","f","t","West End","Apartment","Entire home/apt",5,2,2,2,"Real Bed","$184.00",1,10,0,"f","f","strict"
"2461","f","f","West End","Apartment","Entire home/apt",5,2,2,2,"Real Bed","$429.00",1,2,1,"f","f","strict"
"2462","t","t","West End","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$250.00",1,4,0,"f","f","moderate"
"2463","f","f","West End","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$149.00",1,10,0,"f","f","strict"
"2464","f","t","West End","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$125.00",1,5,2,"f","f","strict"
"2465","f","t","West End","Apartment","Private room",2,1,1,1,"Real Bed","$81.00",1,3,4,"f","f","strict"
"2466","f","f","West End","Apartment","Entire home/apt",5,2,2,3,"Real Bed","$429.00",1,1,0,"t","f","strict"
"2467","f","t","West End","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$127.00",1,10,4,"f","f","strict"
"2468","f","f","West End","Apartment","Entire home/apt",3,1,1,2,"Real Bed","$185.00",1,14,1,"f","f","strict"
"2469","f","t","West End","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$129.00",1,3,0,"f","f","strict"
"2470","f","f","West End","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$229.00",1,14,0,"f","f","strict"
"2471","f","f","West End","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$145.00",1,10,0,"f","f","strict"
"2472","f","t","West End","Apartment","Private room",1,1,1,1,"Real Bed","$60.00",1,2,1,"f","f","strict"
"2473","f","t","West End","Apartment","Entire home/apt",3,1,1,2,"Real Bed","$209.00",1,10,1,"f","f","moderate"
"2474","f","f","West End","Apartment","Entire home/apt",5,2,2,2,"Real Bed","$429.00",1,2,8,"f","t","strict"
"2475","f","t","West End","Other","Entire home/apt",5,2,2,3,"Real Bed","$293.00",1,10,4,"f","f","moderate"
"2476","f","f","West End","Apartment","Entire home/apt",5,2,2,3,"Real Bed","$429.00",1,1,1,"t","f","strict"
"2477","f","t","Beacon Hill","Apartment","Private room",2,1,1,1,"Real Bed","$105.00",2,1,11,"t","f","strict"
"2478","f","t","Beacon Hill","Apartment","Private room",2,1,1,1,"Real Bed","$130.00",1,2,69,"t","f","strict"
"2479","f","f","Beacon Hill","Condominium","Private room",3,1,1,1,"Real Bed","$150.00",2,1,6,"f","f","moderate"
"2480","t","t","Beacon Hill","Apartment","Private room",2,1,1,1,"Real Bed","$160.00",1,1,33,"f","f","moderate"
"2481","f","f","Beacon Hill","Apartment","Private room",1,1,1,1,"Real Bed","$85.00",1,1,2,"f","f","flexible"
"2482","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$250.00",2,1,0,"f","f","flexible"
"2483","f","t","Beacon Hill","Apartment","Private room",2,1,1,1,"Real Bed","$130.00",1,2,19,"t","f","moderate"
"2484","f","t","Beacon Hill","Apartment","Private room",2,1,1,1,"Real Bed","$130.00",1,2,82,"t","f","strict"
"2485","f","t","Beacon Hill","Apartment","Private room",2,1,1,1,"Real Bed","$100.00",1,1,8,"f","f","flexible"
"2486","f","t","Beacon Hill","Apartment","Private room",2,1,1,1,"Real Bed","$90.00",1,1,11,"f","f","strict"
"2487","f","t","Beacon Hill","Apartment","Private room",2,1,1,1,"Real Bed","$92.00",1,1,6,"f","f","flexible"
"2488","f","t","Beacon Hill","Apartment","Private room",1,1,1,1,"Real Bed","$85.00",1,2,6,"f","f","strict"
"2489","f","f","Beacon Hill","Bed & Breakfast","Private room",2,1,1,1,"Real Bed","$125.00",1,2,91,"f","f","moderate"
"2490","f","f","Beacon Hill","Apartment","Private room",2,1,1,1,"Real Bed","$180.00",2,2,0,"t","f","strict"
"2491","f","t","Beacon Hill","Apartment","Private room",2,1,1,1,"Real Bed","$80.00",1,2,10,"f","f","strict"
"2492","f","t","Beacon Hill","Apartment","Private room",2,1,1,1,"Real Bed","$120.00",1,1,4,"f","f","moderate"
"2493","t","t","Beacon Hill","Condominium","Private room",3,1,1,1,"Real Bed","$155.00",2,1,45,"f","f","strict"
"2494","t","t","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$138.00",1,1,20,"t","f","moderate"
"2495","t","t","Beacon Hill","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$199.00",2,2,37,"t","t","strict"
"2496","f","t","Beacon Hill","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$200.00",1,2,44,"t","f","strict"
"2497","f","t","Beacon Hill","Apartment","Entire home/apt",4,1,1,1,"Real Bed","$136.00",1,1,10,"t","f","moderate"
"2498","f","t","Beacon Hill","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$185.00",1,1,102,"f","t","strict"
"2499","t","t","Beacon Hill","Condominium","Entire home/apt",4,1,2,2,"Real Bed","$295.00",4,3,41,"t","t","strict"
"2500","f","t","Beacon Hill","Apartment","Entire home/apt",4,1,1,1,"Real Bed","$190.00",1,2,68,"f","t","moderate"
"2501","f","f","Beacon Hill","Condominium","Entire home/apt",3,1,1,2,"Real Bed","$150.00",2,1,6,"f","t","strict"
"2502","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$229.00",1,4,7,"f","f","strict"
"2503","t","t","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$200.00",1,3,96,"f","f","moderate"
"2504","t","t","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$245.00",2,3,79,"t","t","strict"
"2505","t","t","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$165.00",1,5,61,"f","t","strict"
"2506","t","t","Beacon Hill","Apartment","Entire home/apt",4,1,2,2,"Real Bed","$219.00",4,1,227,"f","t","strict"
"2507","t","t","Beacon Hill","Condominium","Entire home/apt",5,1.5,2,2,"Real Bed","$375.00",4,2,121,"t","t","strict"
"2508","f","f","Beacon Hill","Apartment","Entire home/apt",3,1,1,2,"Real Bed","$99.00",1,1,7,"t","f","strict"
"2509","t","t","Beacon Hill","Apartment","Entire home/apt",6,1,2,2,"Real Bed","$299.00",4,3,115,"t","t","strict"
"2510","f","f","Beacon Hill","Apartment","Entire home/apt",5,1,2,3,"Real Bed","$174.00",4,1,3,"t","f","strict"
"2511","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$80.00",1,1,5,"t","f","strict"
"2512","t","t","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$115.00",1,2,39,"f","f","moderate"
"2513","f","f","Beacon Hill","Apartment","Entire home/apt",6,1,2,3,"Real Bed","$155.00",4,1,56,"t","f","strict"
"2514","f","f","Beacon Hill","Apartment","Entire home/apt",6,1.5,2,3,"Real Bed","$299.00",4,2,1,"t","f","moderate"
"2515","t","t","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$150.00",1,1,8,"t","f","flexible"
"2516","t","t","Beacon Hill","Apartment","Entire home/apt",4,1,2,2,"Real Bed","$207.00",1,1,3,"t","f","flexible"
"2517","f","f","Beacon Hill","Apartment","Entire home/apt",6,2,2,2,"Real Bed","$99.00",1,3,0,"t","f","strict"
"2518","f","f","Beacon Hill","Apartment","Entire home/apt",6,1.5,3,3,"Real Bed","$769.00",1,2,17,"t","f","strict"
"2519","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$295.00",1,5,4,"f","f","strict"
"2520","f","t","Beacon Hill","Apartment","Entire home/apt",4,1,2,2,"Real Bed","$129.00",1,15,4,"f","f","strict"
"2521","t","f","Beacon Hill","Apartment","Entire home/apt",2,1,1,2,"Real Bed","$143.00",1,1,8,"f","f","flexible"
"2522","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$395.00",1,2,0,"f","f","flexible"
"2523","f","t","Beacon Hill","Apartment","Entire home/apt",4,1,1,2,"Real Bed","$185.00",1,2,0,"f","f","flexible"
"2524","f","f","Beacon Hill","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$275.00",1,2,4,"f","f","flexible"
"2525","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$235.00",1,4,2,"f","f","strict"
"2526","t","t","Beacon Hill","Apartment","Private room",2,1,1,1,"Airbed","$125.00",1,1,30,"f","f","strict"
"2527","f","t","Beacon Hill","Apartment","Private room",2,1,1,1,"Real Bed","$140.00",1,1,6,"t","f","moderate"
"2528","f","f","Beacon Hill","Apartment","Entire home/apt",4,1,1,2,"Real Bed","$199.00",2,3,73,"t","t","strict"
"2529","t","t","Beacon Hill","Apartment","Entire home/apt",4,1,1,2,"Real Bed","$250.00",1,1,75,"f","t","strict"
"2530","f","f","Beacon Hill","Apartment","Entire home/apt",4,1,2,2,"Real Bed","$150.00",1,20,0,"t","f","strict"
"2531","t","f","Beacon Hill","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$110.00",1,10,28,"f","f","strict"
"2532","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$200.00",1,3,32,"t","f","strict"
"2533","f","f","Beacon Hill","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$210.00",1,3,34,"t","f","strict"
"2534","f","t","Beacon Hill","Apartment","Entire home/apt",2,1,2,1,"Real Bed","$250.00",1,2,5,"f","f","strict"
