"","host_is_superhost","host_identity_verified","neighbourhood_cleansed","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","guests_included","minimum_nights","number_of_reviews","instant_bookable","is_business_travel_ready","cancellation_policy"
"4273","f","f","South Boston Waterfront","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$155.00",1,3,0,"f","f","strict"
"4274","f","t","South Boston Waterfront","Apartment","Entire home/apt",6,2,3,4,"Real Bed","$506.00",1,3,8,"f","t","moderate"
"4275","f","t","South Boston Waterfront","Apartment","Private room",2,1,1,2,"Real Bed","$210.00",1,1,1,"f","f","moderate"
"4276","t","t","South Boston Waterfront","Apartment","Entire home/apt",5,2,2,2,"Real Bed","$357.00",4,2,67,"f","t","moderate"
"4277","f","t","South Boston Waterfront","Apartment","Entire home/apt",5,2,2,3,"Real Bed","$350.00",1,3,4,"f","f","moderate"
"4278","f","f","South Boston Waterfront","Apartment","Private room",2,1,1,1,"Real Bed","$99.00",1,1,0,"t","f","flexible"
"4279","f","t","South Boston Waterfront","Apartment","Entire home/apt",6,2,3,4,"Real Bed","$506.00",1,3,7,"f","f","moderate"
"4280","f","f","South Boston Waterfront","Apartment","Entire home/apt",3,1,0,1,"Real Bed","$185.00",3,1,3,"f","f","strict"
"4281","f","t","South Boston Waterfront","Other","Entire home/apt",2,1,1,1,"Real Bed","$259.00",1,3,7,"f","f","moderate"
"4282","t","t","South Boston Waterfront","Apartment","Private room",2,1,1,1,"Real Bed","$179.00",1,2,78,"f","f","moderate"
"4283","f","t","South Boston Waterfront","Apartment","Entire home/apt",5,2,2,3,"Real Bed","$350.00",1,3,2,"f","f","moderate"
"4284","t","t","South Boston Waterfront","Apartment","Entire home/apt",5,1,1,3,"Real Bed","$135.00",1,1,2,"f","f","strict"
"4285","f","f","South Boston Waterfront","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$571.00",1,3,0,"f","f","strict"
"4286","f","t","South Boston Waterfront","Apartment","Entire home/apt",3,1,1,1,"Real Bed","$135.00",1,3,0,"f","f","flexible"
"4287","f","f","South Boston Waterfront","Condominium","Entire home/apt",8,2.5,4,4,"Real Bed","$550.00",1,1,0,"t","f","moderate"
"4288","f","f","South Boston Waterfront","House","Private room",2,1,1,1,"Real Bed","$105.00",1,1,94,"f","f","moderate"
"4289","t","t","South Boston","Apartment","Private room",2,1,1,1,"Real Bed","$90.00",1,1,47,"t","f","moderate"
"4290","f","f","South Boston","Condominium","Private room",2,1,1,1,"Real Bed","$99.00",1,2,2,"t","f","moderate"
"4291","f","f","South Boston","House","Private room",2,1,1,1,"Real Bed","$110.00",2,1,21,"t","f","moderate"
"4292","f","f","South Boston","Condominium","Private room",2,1,1,1,"Real Bed","$115.00",1,1,0,"t","f","strict"
"4293","t","t","South Boston","Condominium","Private room",3,1,1,1,"Real Bed","$98.00",1,1,15,"t","f","strict"
"4294","f","t","South Boston","Condominium","Private room",2,1,1,1,"Real Bed","$88.00",1,1,5,"f","f","flexible"
"4295","f","f","South Boston","Apartment","Private room",1,1,1,1,"Real Bed","$125.00",1,1,0,"t","f","flexible"
"4296","t","t","South Boston","Condominium","Private room",2,1,1,1,"Real Bed","$120.00",1,1,72,"f","f","strict"
"4297","t","t","South Boston","Apartment","Private room",1,1,1,1,"Real Bed","$103.00",1,3,127,"f","f","moderate"
"4298","f","t","South Boston","Apartment","Private room",3,1,1,2,"Futon","$45.00",1,1,99,"f","f","moderate"
"4299","f","t","South Boston","House","Entire home/apt",4,2.5,2,2,"Real Bed","$200.00",1,2,1,"f","f","strict"
"4300","f","f","South Boston","Apartment","Entire home/apt",3,1,1,2,"Real Bed","$200.00",1,1,0,"f","f","flexible"
"4301","t","t","South Boston","Condominium","Private room",3,1,1,1,"Real Bed","$128.00",1,1,121,"t","f","strict"
"4302","f","t","South Boston","Apartment","Private room",2,1,1,1,"Real Bed","$175.00",1,1,17,"f","f","strict"
"4303","f","f","South Boston","House","Private room",2,1,1,1,"Real Bed","$110.00",2,1,18,"t","f","moderate"
"4304","t","t","South Boston","Apartment","Private room",1,1,1,1,"Real Bed","$105.00",1,1,71,"f","f","moderate"
"4305","f","t","South Boston","House","Private room",2,1,1,1,"Real Bed","$104.00",1,1,59,"f","f","moderate"
"4306","f","f","South Boston","Condominium","Private room",2,1,1,1,"Real Bed","$125.00",1,1,3,"f","f","flexible"
"4307","f","t","South Boston","Condominium","Private room",2,1,1,1,"Real Bed","$150.00",1,1,1,"f","f","flexible"
"4308","t","t","South Boston","Condominium","Private room",3,1,1,1,"Real Bed","$118.00",1,1,44,"t","f","strict"
"4309","f","t","South Boston","Condominium","Entire home/apt",4,1,2,2,"Real Bed","$220.00",1,2,1,"t","f","moderate"
"4310","f","f","South Boston","Apartment","Entire home/apt",4,1,1,2,"Real Bed","$100.00",1,1,0,"f","f","flexible"
"4311","t","f","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$235.00",1,3,32,"t","t","flexible"
"4312","f","t","South Boston","Condominium","Entire home/apt",4,1,2,2,"Real Bed","$99.00",1,1,59,"t","f","strict"
"4313","f","t","South Boston","Apartment","Entire home/apt",4,1,2,2,"Real Bed","$179.00",1,2,2,"t","f","strict"
"4314","f","f","South Boston","Condominium","Entire home/apt",6,2,3,3,"Real Bed","$400.00",1,2,7,"f","t","strict"
"4315","t","t","South Boston","Apartment","Entire home/apt",6,2,2,2,"Real Bed","$300.00",1,2,28,"f","t","flexible"
"4316","t","f","South Boston","Apartment","Entire home/apt",8,1,2,5,"Real Bed","$215.00",4,2,27,"f","t","flexible"
"4317","f","t","South Boston","Condominium","Entire home/apt",6,2.5,2,2,"Real Bed","$210.00",1,1,3,"f","f","flexible"
"4318","t","t","South Boston","House","Entire home/apt",6,2.5,3,3,"Real Bed","$500.00",1,2,26,"f","t","strict"
"4319","f","f","South Boston","Apartment","Entire home/apt",1,1,1,1,"Real Bed","$134.00",1,2,1,"f","f","flexible"
"4320","t","t","South Boston","Apartment","Entire home/apt",6,1,2,4,"Real Bed","$125.00",2,2,5,"f","t","strict"
"4321","t","t","South Boston","Apartment","Entire home/apt",6,1,2,4,"Real Bed","$175.00",2,2,0,"f","f","strict"
"4322","f","t","South Boston","Apartment","Entire home/apt",11,1,3,8,"Real Bed","$150.00",3,3,2,"f","f","strict"
"4323","f","f","South Boston","House","Entire home/apt",6,3.5,4,4,"Real Bed","$550.00",1,3,4,"f","f","strict"
"4324","f","t","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$175.00",1,1,7,"f","f","strict"
"4325","f","t","South Boston","House","Entire home/apt",6,1.5,2,2,"Real Bed","$235.00",4,4,1,"f","f","strict"
"4326","f","t","South Boston","Condominium","Entire home/apt",3,1,1,1,"Real Bed","$180.00",1,1,29,"f","f","moderate"
"4327","f","t","South Boston","Condominium","Private room",1,1,1,1,"Real Bed","$125.00",1,3,14,"f","f","strict"
"4328","f","t","South Boston","House","Private room",2,2.5,1,1,"Real Bed","$122.00",1,2,153,"f","f","moderate"
"4329","f","t","South Boston","Apartment","Entire home/apt",3,1,2,2,"Real Bed","$109.00",1,6,0,"f","f","moderate"
"4330","f","t","South Boston","Apartment","Private room",2,1,1,1,"Real Bed","$125.00",1,1,13,"f","f","flexible"
"4331","f","t","South Boston","Condominium","Entire home/apt",6,1,1,3,"Real Bed","$145.00",3,2,4,"f","f","strict"
"4332","f","t","South Boston","Apartment","Entire home/apt",6,2,3,3,"Real Bed","$159.00",1,2,7,"t","t","strict"
"4333","f","t","South Boston","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$170.00",2,2,11,"f","f","strict"
"4334","f","t","South Boston","Apartment","Entire home/apt",4,1,2,2,"Real Bed","$110.00",1,2,7,"f","f","flexible"
"4335","f","f","South Boston","Apartment","Entire home/apt",1,1,0,1,"Real Bed","$135.00",1,2,7,"f","f","flexible"
"4336","f","t","South Boston","Condominium","Private room",4,1.5,1,2,"Real Bed","$130.00",2,365,52,"t","f","strict"
"4337","t","t","South Boston","Condominium","Entire home/apt",3,1,1,1,"Real Bed","$189.00",1,2,12,"f","f","moderate"
"4338","t","t","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$124.00",1,112,17,"f","f","strict"
"4339","f","t","South Boston","Apartment","Private room",3,1,1,1,"Real Bed","$89.00",1,1,34,"f","f","moderate"
"4340","f","f","South Boston","House","Entire home/apt",6,2.5,3,4,"Real Bed","$500.00",1,2,0,"f","f","flexible"
"4341","f","t","South Boston","Apartment","Entire home/apt",4,1,2,3,"Real Bed","$150.00",1,3,5,"f","f","flexible"
"4342","f","f","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$140.00",2,1,27,"f","f","moderate"
"4343","t","f","South Boston","Apartment","Entire home/apt",8,1,2,6,"Real Bed","$216.00",4,2,14,"f","f","flexible"
"4344","f","t","South Boston","Apartment","Entire home/apt",4,2,2,2,"Real Bed","$300.00",1,3,4,"f","f","strict"
"4345","f","f","South Boston","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$136.00",1,1,9,"t","t","flexible"
"4346","t","t","South Boston","Apartment","Entire home/apt",7,1,2,5,"Real Bed","$89.00",2,2,40,"f","t","strict"
"4347","f","f","South Boston","Apartment","Entire home/apt",8,1,2,4,"Real Bed","$150.00",6,1,27,"f","f","strict"
"4348","f","f","South Boston","House","Private room",2,1,1,1,"Real Bed","$65.00",1,2,11,"f","f","moderate"
"4349","f","t","South Boston","House","Entire home/apt",2,1,0,1,"Futon","$200.00",1,30,1,"f","f","moderate"
"4350","f","t","South Boston","Apartment","Entire home/apt",4,2,2,2,"Real Bed","$225.00",3,1,2,"f","f","flexible"
"4351","f","t","South Boston","House","Entire home/apt",2,1,1,1,"Real Bed","$190.00",1,2,15,"f","t","strict"
"4352","f","t","South Boston","Condominium","Entire home/apt",6,1,3,3,"Real Bed","$99.00",4,1,113,"t","f","strict"
"4353","t","t","South Boston","Apartment","Entire home/apt",16,3,6,12,"Real Bed","$300.00",1,1,15,"f","t","strict"
"4354","t","t","South Boston","Apartment","Private room",2,1,1,1,"Real Bed","$86.00",1,2,34,"f","f","flexible"
"4355","t","t","South Boston","Apartment","Entire home/apt",16,2,6,16,"Real Bed","$425.00",6,2,1,"f","f","strict"
"4356","f","f","South Boston","Apartment","Private room",1,1,1,1,"Real Bed","$108.00",1,1,9,"t","f","moderate"
"4357","f","t","South Boston","House","Entire home/apt",2,2,1,1,"Real Bed","$205.00",1,1,0,"t","f","moderate"
"4358","f","t","South Boston","House","Private room",2,1.5,1,1,"Real Bed","$130.00",1,2,156,"f","f","moderate"
"4359","f","f","South Boston","House","Private room",2,1,1,1,"Real Bed","$75.00",1,5,19,"t","f","flexible"
"4360","f","f","South Boston","Apartment","Private room",2,1.5,1,1,"Real Bed","$81.00",1,1,0,"f","f","flexible"
"4361","f","f","South Boston","Condominium","Entire home/apt",6,3,3,3,"Real Bed","$399.00",1,2,17,"t","f","strict"
"4362","f","t","South Boston","Condominium","Entire home/apt",3,1,1,1,"Real Bed","$150.00",1,2,0,"f","f","moderate"
"4363","f","t","South Boston","Apartment","Entire home/apt",5,1,2,2,"Real Bed","$150.00",1,1,30,"f","t","strict"
"4364","f","t","South Boston","Condominium","Entire home/apt",4,2,2,2,"Real Bed","$255.00",2,1,31,"t","t","moderate"
"4365","f","f","South Boston","House","Private room",2,1,1,1,"Real Bed","$75.00",1,3,66,"t","f","flexible"
"4366","t","t","South Boston","House","Entire home/apt",14,3.5,5,10,"Real Bed","$450.00",6,2,24,"f","t","strict"
"4367","t","t","South Boston","Apartment","Entire home/apt",3,1,1,2,"Real Bed","$135.00",1,1,6,"f","f","strict"
"4368","f","t","South Boston","Condominium","Private room",1,1,1,1,"Real Bed","$75.00",1,4,1,"t","f","moderate"
"4369","t","t","South Boston","Apartment","Entire home/apt",6,1,2,3,"Real Bed","$200.00",3,1,192,"t","t","strict"
"4370","f","t","South Boston","Apartment","Entire home/apt",6,1,1,4,"Real Bed","$100.00",2,2,1,"f","f","strict"
"4371","f","t","South Boston","Condominium","Entire home/apt",6,1,2,3,"Real Bed","$137.00",6,1,30,"t","f","strict"
"4372","f","t","South Boston","Apartment","Entire home/apt",4,1,2,2,"Real Bed","$187.00",4,1,169,"f","f","strict"
"4373","f","t","South Boston","Condominium","Entire home/apt",4,2,2,2,"Real Bed","$250.00",1,1,8,"f","f","moderate"
"4374","f","t","South Boston","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$225.00",1,2,25,"f","f","moderate"
"4375","t","t","South Boston","Apartment","Private room",2,1,1,1,"Real Bed","$118.00",1,3,20,"t","f","moderate"
"4376","t","t","South Boston","Condominium","Entire home/apt",10,2,3,6,"Real Bed","$328.00",4,1,28,"t","t","strict"
"4377","f","t","South Boston","Townhouse","Private room",2,1.5,1,1,"Real Bed","$130.00",1,4,11,"f","f","strict"
"4378","t","t","South Boston","House","Entire home/apt",3,1,1,2,"Real Bed","$175.00",2,5,45,"f","t","strict"
"4379","f","t","South Boston","House","Entire home/apt",8,2,2,3,"Real Bed","$125.00",4,1,70,"f","t","strict"
"4380","f","f","South Boston","Apartment","Entire home/apt",4,1,1,2,"Real Bed","$165.00",1,2,7,"t","f","strict"
"4381","t","t","South Boston","Condominium","Entire home/apt",5,1,2,2,"Real Bed","$204.00",4,2,0,"f","f","strict"
"4382","f","f","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$250.00",2,1,4,"f","f","strict"
"4383","t","t","South Boston","House","Entire home/apt",8,1.5,3,3,"Real Bed","$265.00",5,1,260,"f","t","strict"
"4384","f","f","South Boston","Apartment","Entire home/apt",4,1,1,2,"Real Bed","$165.00",1,2,3,"f","f","strict"
"4385","f","t","South Boston","Condominium","Entire home/apt",4,2,2,2,"Real Bed","$249.00",1,2,6,"f","f","strict"
"4386","f","f","South Boston","House","Private room",2,1,1,1,"Real Bed","$99.00",1,1,1,"t","f","flexible"
"4387","f","f","South Boston","Apartment","Entire home/apt",2,1,0,1,"Real Bed","$132.00",1,10,1,"f","f","strict"
"4388","t","t","South Boston","Other","Entire home/apt",8,2,4,4,"Real Bed","$500.00",6,3,17,"f","f","strict"
"4389","f","t","South Boston","Condominium","Entire home/apt",10,2,3,5,"Real Bed","$375.00",3,1,0,"t","f","flexible"
"4390","f","f","South Boston","House","Private room",1,1,1,1,"Real Bed","$55.00",1,1,2,"f","f","flexible"
"4391","f","t","South Boston","Apartment","Entire home/apt",4,2,2,2,"Real Bed","$139.00",1,2,10,"t","t","strict"
"4392","f","t","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$109.00",1,2,4,"t","t","strict"
"4393","t","t","South Boston","Apartment","Private room",2,1,1,1,"Real Bed","$84.00",1,1,5,"t","f","flexible"
"4394","f","f","South Boston","Apartment","Entire home/apt",4,1,1,2,"Real Bed","$165.00",1,2,3,"t","f","strict"
"4395","t","t","South Boston","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$135.00",1,1,17,"f","f","moderate"
"4396","f","t","South Boston","Apartment","Entire home/apt",11,1,3,8,"Real Bed","$150.00",3,2,0,"f","f","strict"
"4397","f","t","South Boston","House","Private room",2,1.5,1,1,"Real Bed","$69.00",1,1,117,"t","f","moderate"
"4398","f","t","South Boston","Apartment","Private room",1,1,1,1,"Real Bed","$88.00",1,6,40,"f","f","flexible"
"4399","f","t","South Boston","Condominium","Entire home/apt",4,2,2,2,"Real Bed","$700.00",1,3,5,"f","f","strict"
"4400","f","f","South Boston","Apartment","Entire home/apt",5,1,1,1,"Real Bed","$237.00",1,1,0,"t","f","flexible"
"4401","f","t","South Boston","Condominium","Entire home/apt",6,2,2,2,"Real Bed","$500.00",2,1,4,"f","f","strict"
"4402","f","t","South Boston","Apartment","Private room",3,1,1,1,"Real Bed","$115.00",2,2,136,"f","f","moderate"
"4403","t","t","South Boston","Condominium","Entire home/apt",8,2,2,5,"Real Bed","$298.00",4,1,4,"t","t","strict"
"4404","t","t","South Boston","Apartment","Entire home/apt",4,1,2,2,"Real Bed","$200.00",4,2,94,"t","t","strict"
"4405","f","t","South Boston","House","Entire home/apt",11,2.5,4,8,"Real Bed","$298.00",6,2,14,"f","f","strict"
"4406","t","t","South Boston","Apartment","Entire home/apt",3,1,2,2,"Real Bed","$200.00",1,1,7,"f","f","flexible"
"4407","t","t","South Boston","House","Private room",2,1,1,1,"Real Bed","$160.00",1,1,27,"f","f","moderate"
"4408","t","t","South Boston","Apartment","Entire home/apt",4,1,2,2,"Real Bed","$225.00",4,2,87,"t","t","strict"
"4409","f","t","South Boston","Condominium","Entire home/apt",5,1,2,3,"Real Bed","$250.00",1,3,3,"t","f","moderate"
"4410","f","t","South Boston","Condominium","Entire home/apt",4,2,2,2,"Real Bed","$300.00",1,3,4,"f","t","strict"
"4411","f","t","South Boston","Apartment","Private room",1,1,1,3,"Real Bed","$70.00",1,1,1,"f","f","flexible"
"4412","f","t","South Boston","House","Private room",2,1,1,1,"Real Bed","$69.00",1,1,146,"t","f","flexible"
"4413","f","t","South Boston","House","Entire home/apt",14,3.5,3,7,"Real Bed","$349.00",8,2,43,"f","t","strict"
"4414","f","t","South Boston","Condominium","Private room",2,1,1,1,"Real Bed","$90.00",1,1,2,"t","f","moderate"
"4415","f","t","South Boston","Condominium","Entire home/apt",6,2.5,2,3,"Real Bed","$250.00",2,2,9,"t","f","strict"
"4416","f","t","South Boston","Townhouse","Private room",2,1.5,1,1,"Real Bed","$199.00",1,2,2,"f","f","strict"
"4417","f","f","South Boston","Hostel","Private room",2,5,1,1,"Real Bed","$95.00",1,2,5,"f","f","strict"
"4418","f","t","South Boston","Apartment","Private room",2,1,1,1,"Real Bed","$99.00",1,1,59,"f","f","flexible"
"4419","t","t","South Boston","Apartment","Shared room",2,1,1,1,"Real Bed","$75.00",1,1,39,"t","f","moderate"
"4420","f","t","South Boston","House","Entire home/apt",10,2,3,3,"Real Bed","$485.00",2,2,2,"f","f","moderate"
"4421","f","t","South Boston","House","Entire home/apt",7,2.5,4,4,"Real Bed","$391.00",1,2,19,"f","t","strict"
"4422","f","f","South Boston","Apartment","Entire home/apt",6,2,3,3,"Real Bed","$375.00",2,2,11,"t","t","strict"
"4423","f","f","South Boston","House","Private room",2,1,1,1,"Real Bed","$75.00",1,3,55,"t","f","moderate"
"4424","f","f","South Boston","Condominium","Entire home/apt",4,1,1,1,"Real Bed","$145.00",2,2,14,"f","f","strict"
"4425","t","t","South Boston","Apartment","Entire home/apt",5,1,2,2,"Real Bed","$130.00",4,2,99,"t","t","strict"
"4426","t","t","South Boston","Apartment","Entire home/apt",6,1,2,2,"Real Bed","$185.00",4,1,62,"f","t","strict"
"4427","f","f","South Boston","Condominium","Entire home/apt",6,2,2,3,"Real Bed","$175.00",4,1,121,"f","t","strict"
"4428","f","t","South Boston","Apartment","Entire home/apt",10,2,3,7,"Real Bed","$250.00",3,2,0,"f","f","strict"
"4429","t","f","South Boston","Condominium","Entire home/apt",4,2,2,2,"Real Bed","$250.00",1,2,15,"f","f","moderate"
"4430","f","f","South Boston","Apartment","Private room",1,1,1,1,"Real Bed","$57.00",1,1,7,"t","f","flexible"
"4431","f","f","South Boston","House","Entire home/apt",6,1.5,2,3,"Real Bed","$250.00",1,2,0,"t","f","flexible"
"4432","f","t","South Boston","Condominium","Shared room",1,1,1,1,"Pull-out Sofa","$87.00",1,1,78,"t","f","strict"
"4433","f","t","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$159.00",1,2,4,"t","t","strict"
"4434","f","f","South Boston","Condominium","Entire home/apt",4,2,2,3,"Real Bed","$159.00",1,1,0,"t","f","flexible"
"4435","t","t","South Boston","House","Private room",2,2,1,1,"Real Bed","$120.00",1,2,33,"f","f","strict"
"4436","f","t","South Boston","House","Entire home/apt",4,2,2,2,"Real Bed","$400.00",3,1,4,"t","f","flexible"
"4437","f","t","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$129.00",1,2,3,"t","t","strict"
"4438","f","f","South Boston","Apartment","Entire home/apt",6,1,2,3,"Real Bed","$150.00",6,1,15,"f","f","strict"
"4439","t","t","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$175.00",2,2,38,"f","f","strict"
"4440","f","t","South Boston","House","Entire home/apt",5,2,2,3,"Real Bed","$350.00",1,1,1,"f","f","flexible"
"4441","f","f","South Boston","Condominium","Entire home/apt",8,2,3,4,"Real Bed","$350.00",1,3,2,"t","f","super_strict_60"
"4442","f","t","South Boston","Apartment","Entire home/apt",4,2,2,2,"Real Bed","$250.00",4,1,116,"f","t","moderate"
"4443","f","f","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$150.00",1,1,95,"f","f","moderate"
"4444","t","t","South Boston","House","Private room",2,1,1,1,"Real Bed","$108.00",1,1,57,"t","f","strict"
"4445","f","f","South Boston","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$250.00",2,1,3,"t","f","moderate"
"4446","t","t","South Boston","House","Private room",1,1,1,1,"Real Bed","$106.00",1,2,68,"f","f","moderate"
"4447","t","t","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$150.00",1,3,154,"t","t","moderate"
"4448","t","t","South Boston","Apartment","Private room",2,1,1,1,"Real Bed","$135.00",1,1,45,"f","f","moderate"
"4449","t","t","South Boston","Apartment","Entire home/apt",8,4,4,4,"Real Bed","$500.00",1,2,143,"f","t","moderate"
"4450","f","t","South Boston","Apartment","Entire home/apt",6,1.5,3,2,"Real Bed","$222.00",1,2,3,"f","f","strict"
"4451","t","t","South Boston","Condominium","Entire home/apt",8,2,2,5,"Real Bed","$288.00",4,1,25,"t","t","strict"
"4452","t","t","South Boston","House","Entire home/apt",14,2.5,4,9,"Real Bed","$399.00",8,1,39,"t","t","strict"
"4453","f","f","South Boston","Hostel","Private room",2,5,1,1,"Real Bed","$130.00",1,2,1,"f","f","strict"
"4454","f","t","South Boston","Apartment","Entire home/apt",2,1,1,2,"Real Bed","$149.00",1,4,1,"f","f","flexible"
"4455","f","t","South Boston","Condominium","Entire home/apt",2,1,0,1,"Futon","$140.00",1,1,15,"f","f","moderate"
"4456","f","t","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$119.00",1,2,4,"t","t","strict"
"4457","f","t","South Boston","Condominium","Entire home/apt",2,1.5,1,1,"Real Bed","$175.00",1,2,2,"f","f","moderate"
"4458","t","t","South Boston","Apartment","Entire home/apt",5,1,1,1,"Real Bed","$80.00",2,2,25,"f","t","strict"
"4459","f","t","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$199.00",1,1,18,"f","f","moderate"
"4460","f","t","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$140.00",1,1,1,"f","f","flexible"
"4461","f","t","South Boston","Apartment","Entire home/apt",3,1,2,2,"Real Bed","$150.00",2,1,23,"f","f","strict"
"4462","f","t","South Boston","Apartment","Entire home/apt",4,1,1,2,"Real Bed","$150.00",2,2,3,"f","f","flexible"
"4463","f","t","South Boston","Condominium","Entire home/apt",4,1,1,2,"Real Bed","$225.00",2,1,0,"f","f","moderate"
"4464","f","t","South Boston","Condominium","Private room",3,1,1,1,"Real Bed","$200.00",3,1,28,"f","f","moderate"
"4465","f","f","South Boston","House","Private room",4,2,2,2,"Real Bed","$210.00",4,1,2,"t","f","strict"
"4466","f","f","South Boston","Condominium","Entire home/apt",4,1,2,2,"Real Bed","$225.00",1,1,2,"f","f","flexible"
"4467","f","f","South Boston","Apartment","Entire home/apt",5,1,1,3,"Real Bed","$175.00",4,1,77,"f","f","strict"
"4468","f","f","South Boston","Condominium","Entire home/apt",2,1,1,1,"Real Bed","$150.00",1,1,22,"f","f","moderate"
"4469","t","t","South Boston","Condominium","Private room",3,1,1,1,"Real Bed","$108.00",1,1,24,"t","f","strict"
"4470","f","f","South Boston","Apartment","Entire home/apt",2,1,1,2,"Real Bed","$200.00",1,2,25,"f","f","moderate"
"4471","f","f","South Boston","House","Entire home/apt",9,2,3,5,"Real Bed","$1,000.00",1,2,1,"f","f","flexible"
"4472","f","t","South Boston","House","Private room",2,1,1,1,"Real Bed","$155.00",1,1,3,"f","f","strict"
"4473","f","t","South Boston","Condominium","Entire home/apt",6,1,3,3,"Real Bed","$99.00",1,1,48,"t","t","strict"
"4474","f","t","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$109.00",1,2,5,"t","t","strict"
"4475","f","t","South Boston","Apartment","Entire home/apt",4,2,2,1,"Real Bed","$129.00",1,2,3,"t","t","strict"
"4476","f","t","South Boston","Condominium","Entire home/apt",4,1,2,2,"Real Bed","$99.00",1,1,127,"t","f","strict"
"4477","f","t","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$119.00",1,2,4,"t","t","strict"
"4478","t","t","South Boston","House","Entire home/apt",8,1.5,2,4,"Real Bed","$225.00",4,2,15,"f","f","strict"
"4479","t","f","South Boston","Apartment","Entire home/apt",4,2,2,2,"Real Bed","$245.00",4,1,53,"f","t","strict"
"4480","f","t","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$109.00",1,2,4,"t","t","strict"
"4481","f","f","South Boston","House","Entire home/apt",8,1.5,5,5,"Real Bed","$700.00",1,4,4,"t","f","super_strict_60"
"4482","t","t","South Boston","House","Entire home/apt",8,2.5,4,5,"Real Bed","$320.00",4,2,22,"f","t","moderate"
"4483","f","t","South Boston","Apartment","Entire home/apt",4,2,2,2,"Real Bed","$699.00",1,2,4,"t","t","strict"
"4484","f","t","South Boston","Apartment","Entire home/apt",4,1,2,2,"Real Bed","$250.00",2,2,6,"t","f","moderate"
"4485","f","f","South Boston","Apartment","Private room",2,1,1,1,"Real Bed","$200.00",1,1,3,"f","f","flexible"
"4486","f","f","South Boston","House","Entire home/apt",4,1,2,2,"Real Bed","$250.00",4,3,0,"t","f","moderate"
"4487","f","f","South Boston","Apartment","Entire home/apt",3,2,1,1,"Real Bed","$175.00",1,2,12,"f","f","flexible"
"4488","f","t","South Boston","Apartment","Entire home/apt",5,1,1,3,"Real Bed","$100.00",2,2,2,"f","f","strict"
"4489","t","t","South Boston","Apartment","Entire home/apt",10,2,3,7,"Real Bed","$149.00",3,2,55,"f","t","strict"
"4490","f","t","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$129.00",1,2,2,"t","f","strict"
"4491","f","f","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$189.00",1,2,17,"f","t","moderate"
"4492","f","f","South Boston","Hostel","Private room",2,6,1,1,"Real Bed","$144.00",1,2,2,"f","f","strict"
"4493","f","f","South Boston","Apartment","Entire home/apt",12,2.5,3,6,"Real Bed","$500.00",6,1,14,"f","t","strict"
"4494","t","t","South Boston","Condominium","Private room",2,1,1,1,"Real Bed","$108.00",1,1,40,"t","f","strict"
"4495","f","t","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$175.00",1,2,7,"f","f","moderate"
"4496","f","t","South Boston","Condominium","Entire home/apt",5,1,1,2,"Real Bed","$180.00",2,2,8,"f","f","flexible"
"4497","f","t","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$129.00",1,2,2,"t","f","strict"
"4498","f","t","South Boston","Townhouse","Private room",2,2,1,1,"Real Bed","$99.00",1,2,12,"f","f","strict"
"4499","f","f","South Boston","Apartment","Entire home/apt",2,1,1,1,"Real Bed","$225.00",2,3,1,"f","f","moderate"
"4500","t","t","South Boston","House","Entire home/apt",16,3.5,5,10,"Real Bed","$650.00",6,2,10,"f","t","strict"
"4501","f","f","South Boston","Condominium","Private room",1,1,1,1,"Real Bed","$115.00",1,1,10,"f","f","moderate"
"4502","f","t","South Boston","Apartment","Entire home/apt",6,1,2,3,"Real Bed","$250.00",2,1,92,"t","f","strict"
