"","host_is_superhost","host_identity_verified","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","guests_included","minimum_nights","number_of_reviews","instant_bookable","is_business_travel_ready","cancellation_policy","ddowntown","dairport"
"1571","t","f","Condominium","Entire home/apt",3,1,1,2,"Real Bed",200,2,1,79,"t","t","flexible",2843,8459
"1572","f","t","Condominium","Entire home/apt",6,1,2,3,"Real Bed",380,4,2,8,"f","t","strict",2843,8459
"1573","f","f","Condominium","Private room",1,1,1,1,"Real Bed",170,1,1,1,"f","f","flexible",2843,8459
"1574","f","f","Apartment","Entire home/apt",4,2,2,2,"Real Bed",250,1,2,2,"f","f","flexible",2843,8459
"1575","f","f","Apartment","Entire home/apt",2,1,0,1,"Real Bed",200,1,3,16,"t","f","strict",2843,8459
"1576","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",250,1,5,11,"f","f","strict",2843,8459
"1577","f","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",146,1,1,1,"f","f","flexible",2843,8459
"1578","t","f","Apartment","Entire home/apt",3,2,2,2,"Real Bed",320,2,1,9,"t","f","moderate",2843,8459
"1579","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",250,1,2,1,"f","f","strict",2843,8459
"1580","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",300,2,2,4,"f","f","flexible",2843,8459
"1581","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",249,1,1,0,"f","f","flexible",2843,8459
"1582","f","f","Apartment","Entire home/apt",2,1,0,1,"Real Bed",200,1,1,17,"t","f","strict",2843,8459
"1583","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",197,1,2,24,"f","f","strict",2843,8459
"1584","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",200,3,2,22,"t","f","moderate",2843,8459
"1585","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",200,1,2,103,"t","f","strict",2843,8459
"1586","f","t","Apartment","Entire home/apt",6,2,2,3,"Real Bed",177,1,2,28,"t","t","moderate",2843,8459
"1588","t","f","House","Entire home/apt",2,1,1,1,"Real Bed",150,1,2,10,"f","t","strict",2843,8459
"1589","f","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",195,1,5,11,"f","f","moderate",2843,8459
"1590","t","t","Apartment","Private room",2,1,1,1,"Real Bed",99,1,3,110,"f","f","moderate",2843,8459
"1591","f","t","Apartment","Entire home/apt",4,1,1,1,"Real Bed",166,2,1,6,"f","f","strict",2843,8459
"1592","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",200,1,1,47,"f","f","strict",2843,8459
"1593","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",350,1,1,35,"f","f","moderate",2843,8459
"1594","f","t","Apartment","Entire home/apt",6,2,2,2,"Real Bed",255,4,1,11,"f","f","strict",2843,8459
"1595","f","f","Apartment","Entire home/apt",5,1,2,2,"Real Bed",325,4,2,1,"t","f","strict",2843,8459
"1596","f","f","Apartment","Entire home/apt",4,1,2,2,"Real Bed",195,2,2,83,"f","t","moderate",2843,8459
"1597","f","f","Apartment","Entire home/apt",5,1,2,2,"Real Bed",350,1,3,15,"t","f","strict",2843,8459
"1598","f","f","Apartment","Entire home/apt",6,1.5,2,3,"Real Bed",235,1,2,47,"f","f","strict",2843,8459
"1599","f","f","Apartment","Entire home/apt",3,1,1,2,"Real Bed",189,2,2,74,"f","t","strict",2843,8459
"1601","t","t","Townhouse","Entire home/apt",4,1,1,2,"Real Bed",170,2,3,50,"f","t","strict",2843,8459
"1602","f","t","Apartment","Entire home/apt",6,1.5,2,3,"Real Bed",375,1,1,4,"t","f","strict",2843,8459
"1603","f","f","Dorm","Private room",2,1,1,1,"Real Bed",100,1,1,13,"t","f","flexible",2843,8459
"1604","t","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",176,2,3,25,"f","f","strict",2843,8459
"1605","f","t","Apartment","Entire home/apt",5,1,2,3,"Real Bed",250,4,2,46,"f","t","moderate",2843,8459
"1606","f","f","Apartment","Entire home/apt",2,1,1,1,"Futon",160,1,7,1,"f","f","strict",2439,8551
"1607","f","t","Apartment","Private room",1,1,1,1,"Real Bed",50,1,10,0,"f","f","strict",2439,8551
"1608","f","t","Apartment","Private room",2,1,1,1,"Real Bed",80,1,1,16,"t","f","flexible",2439,8551
"1609","f","f","Apartment","Private room",2,1,1,1,"Real Bed",129,1,1,7,"t","f","moderate",2439,8551
"1610","f","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",161,1,1,169,"f","t","strict",2439,8551
"1611","f","t","Apartment","Entire home/apt",7,1,2,4,"Real Bed",109,5,2,12,"t","f","strict",2439,8551
"1612","t","f","Apartment","Entire home/apt",3,1,0,2,"Real Bed",170,2,2,13,"f","f","strict",2439,8551
"1613","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",172,2,2,16,"f","f","moderate",2439,8551
"1614","f","f","Apartment","Entire home/apt",4,1,2,2,"Real Bed",300,1,2,26,"t","f","moderate",2439,8551
"1615","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",110,1,1,0,"f","f","flexible",2439,8551
"1616","f","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",169,2,3,14,"f","f","flexible",2439,8551
"1617","f","t","Apartment","Entire home/apt",4,1,1,1,"Real Bed",150,1,2,16,"f","f","flexible",2439,8551
"1618","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",300,1,1,0,"f","f","flexible",2439,8551
"1619","f","f","Apartment","Entire home/apt",6,1,2,2,"Real Bed",349,1,2,2,"f","f","strict",2439,8551
"1620","f","f","Apartment","Private room",2,1,1,1,"Real Bed",120,1,2,1,"f","f","flexible",2439,8551
"1621","f","f","Apartment","Private room",2,1.5,1,1,"Real Bed",275,1,1,0,"f","f","flexible",2439,8551
"1623","f","f","Condominium","Private room",1,1,0,1,"Real Bed",169,1,3,0,"f","f","strict",2439,8551
"1624","f","t","Apartment","Private room",2,1,1,1,"Real Bed",135,2,5,13,"f","f","flexible",2439,8551
"1625","f","t","Apartment","Private room",1,1,1,1,"Real Bed",80,1,5,1,"t","f","strict",2439,8551
"1626","f","f","Apartment","Entire home/apt",2,1,0,1,"Real Bed",200,1,3,10,"t","f","strict",2439,8551
"1627","f","t","Apartment","Entire home/apt",4,1,0,2,"Real Bed",186,2,2,79,"t","f","strict",2439,8551
"1628","f","f","Apartment","Entire home/apt",5,1,2,2,"Real Bed",150,6,2,26,"t","f","strict",2439,8551
"1629","f","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",153,1,2,76,"t","t","strict",2439,8551
"1630","t","f","Apartment","Entire home/apt",2,1,0,1,"Real Bed",149,1,1,7,"f","t","strict",2439,8551
"1631","f","f","Apartment","Entire home/apt",4,1,0,2,"Real Bed",125,2,1,3,"f","f","strict",2439,8551
"1632","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",155,2,1,15,"t","t","strict",2439,8551
"1634","f","t","Apartment","Entire home/apt",3,1,1,2,"Real Bed",267,1,5,2,"f","f","moderate",2439,8551
"1636","f","f","Apartment","Entire home/apt",3,1,1,1,"Real Bed",152,1,1,0,"t","f","flexible",2439,8551
"1637","f","f","Apartment","Entire home/apt",4,1,2,2,"Real Bed",297,2,2,17,"f","f","moderate",2439,8551
"1638","f","f","Apartment","Entire home/apt",4,1,1,1,"Real Bed",179,1,2,0,"f","f","strict",2439,8551
"1639","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",175,1,2,9,"f","t","flexible",2439,8551
"1640","f","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",175,2,2,138,"t","f","strict",2439,8551
"1641","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",170,2,1,61,"f","f","strict",2439,8551
"1642","f","t","Apartment","Entire home/apt",6,2,3,3,"Real Bed",389,1,3,61,"f","f","super_strict_30",2439,8551
"1643","f","t","Apartment","Entire home/apt",4,1,1,1,"Real Bed",235,2,7,45,"t","f","strict",2439,8551
"1644","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",251,1,2,21,"f","f","super_strict_30",2439,8551
"1645","t","t","Apartment","Entire home/apt",3,1,1,2,"Real Bed",350,2,5,15,"f","t","moderate",2439,8551
"1647","f","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",145,2,2,3,"f","f","strict",2439,8551
"1648","f","f","Apartment","Entire home/apt",4,1,1,2,"Real Bed",250,4,2,0,"f","f","strict",2439,8551
"1649","f","t","Apartment","Entire home/apt",2,1,0,0,"Real Bed",109,2,2,53,"t","f","strict",2439,8551
"1650","f","t","Apartment","Entire home/apt",5,1,2,3,"Real Bed",350,1,3,15,"f","f","moderate",2439,8551
"1651","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",300,2,2,1,"f","f","moderate",2439,8551
"1652","f","f","Apartment","Entire home/apt",4,1,0,2,"Real Bed",155,2,1,52,"t","f","strict",2439,8551
"1653","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",165,1,2,5,"t","f","super_strict_30",2439,8551
"1656","f","t","Apartment","Entire home/apt",5,1,2,3,"Real Bed",350,1,3,12,"f","t","moderate",2439,8551
"1657","f","f","Apartment","Entire home/apt",3,1,1,2,"Real Bed",143,1,20,0,"t","f","strict",2439,8551
"1658","f","f","Apartment","Entire home/apt",2,1,0,1,"Real Bed",199,1,2,1,"f","f","flexible",2439,8551
"1659","f","f","Apartment","Entire home/apt",4,1,2,2,"Real Bed",200,1,20,0,"t","f","strict",2439,8551
"1660","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",219,1,3,2,"f","f","strict",2439,8551
"1661","f","t","Apartment","Entire home/apt",4,1,0,1,"Real Bed",175,2,1,57,"f","f","moderate",2439,8551
"1662","f","f","Apartment","Entire home/apt",3,1,1,1,"Real Bed",250,1,2,36,"t","f","flexible",2439,8551
"1663","f","t","Apartment","Entire home/apt",1,1,0,1,"Real Bed",105,1,5,0,"f","f","flexible",2439,8551
"1664","f","t","Apartment","Entire home/apt",5,2,2,2,"Real Bed",179,1,3,0,"f","f","strict",2439,8551
"1665","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",150,1,2,3,"f","f","strict",2439,8551
"1666","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",225,2,1,18,"f","f","strict",2439,8551
"1668","f","t","Apartment","Entire home/apt",4,1,1,1,"Real Bed",200,2,3,0,"f","f","moderate",2439,8551
"1669","f","f","Apartment","Entire home/apt",2,1,0,1,"Real Bed",150,1,3,34,"f","f","moderate",2439,8551
"1670","f","f","Apartment","Entire home/apt",2,1,0,1,"Real Bed",250,1,3,8,"f","t","flexible",2439,8551
"1671","f","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",250,1,10,0,"f","f","strict",2439,8551
"1672","t","f","Condominium","Entire home/apt",6,2.5,3,3,"Real Bed",300,6,60,1,"f","f","strict",2439,8551
"1673","t","t","Apartment","Entire home/apt",2,1,1,2,"Real Bed",210,1,30,0,"f","f","moderate",2439,8551
"1674","f","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",90,1,60,0,"f","f","strict",2439,8551
"1675","f","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",90,1,60,4,"f","f","strict",2439,8551
"1676","f","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",88,1,30,9,"f","f","strict",2439,8551
"1677","f","t","Apartment","Entire home/apt",1,1,0,1,"Real Bed",82,1,14,3,"f","f","strict",2439,8551
"1678","t","f","Apartment","Entire home/apt",3,1,0,2,"Real Bed",170,2,2,61,"f","t","strict",2439,8551
"1679","f","f","Condominium","Entire home/apt",1,1,0,1,"Real Bed",90,1,1,1,"f","f","strict",2439,8551
"1680","f","f","Apartment","Entire home/apt",6,1,3,3,"Real Bed",400,1,30,3,"t","f","strict",2439,8551
"1681","f","t","Apartment","Entire home/apt",1,1,0,1,"Real Bed",150,1,5,0,"f","f","flexible",2439,8551
"1682","f","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",99,1,3,7,"f","f","strict",2439,8551
"1683","f","f","Apartment","Entire home/apt",6,1,3,3,"Real Bed",400,1,30,10,"f","f","strict",2439,8551
"1684","f","f","Apartment","Entire home/apt",4,1,1,2,"Real Bed",130,1,20,0,"t","f","strict",2439,8551
"1685","f","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",103,1,30,3,"f","f","strict",2439,8551
"1686","f","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",150,1,2,8,"f","f","strict",2439,8551
"1687","f","f","Apartment","Private room",1,1,1,1,"Real Bed",100,1,1,0,"f","f","flexible",2439,8551
"1689","f","f","Apartment","Entire home/apt",6,1,2,3,"Real Bed",250,1,2,15,"t","f","strict",2439,8551
"1690","f","t","Apartment","Private room",2,1,1,1,"Real Bed",100,1,1,13,"f","f","strict",2439,8551
"1691","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",225,1,2,11,"f","f","moderate",2439,8551
"1692","f","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",161,1,1,173,"f","t","strict",2439,8551
"1693","t","f","Apartment","Entire home/apt",3,1,0,2,"Real Bed",170,2,2,52,"f","t","strict",2439,8551
"1694","f","t","Apartment","Entire home/apt",3,1,2,1,"Real Bed",165,1,3,0,"f","f","flexible",2439,8551
"1696","f","f","Condominium","Entire home/apt",2,1,1,1,"Real Bed",160,1,25,9,"f","f","strict",2439,8551
"1697","f","f","Apartment","Entire home/apt",9,1.5,2,4,"Real Bed",299,6,1,55,"t","t","strict",2439,8551
"1698","f","f","Apartment","Entire home/apt",8,2,3,3,"Real Bed",330,1,2,34,"f","f","strict",2439,8551
"1699","f","f","Apartment","Entire home/apt",4,1,2,2,"Real Bed",300,1,30,9,"f","f","strict",2439,8551
"1700","f","t","Apartment","Entire home/apt",3,3,1,1,"Real Bed",219,1,3,0,"f","f","strict",2439,8551
"1702","f","t","Apartment","Entire home/apt",5,1.5,2,2,"Real Bed",110,2,7,2,"f","f","strict",2439,8551
"1703","f","t","Apartment","Entire home/apt",5,2,2,2,"Real Bed",185,1,3,0,"f","f","strict",2439,8551
"1704","f","t","Condominium","Entire home/apt",5,2.5,3,3,"Real Bed",399,5,1,2,"t","f","flexible",2439,8551
"1705","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",199,1,7,15,"f","f","strict",2439,8551
"1706","f","f","Condominium","Entire home/apt",3,1,0,2,"Real Bed",160,1,2,83,"t","f","flexible",2439,8551
"1707","f","f","Apartment","Entire home/apt",4,1,1,2,"Real Bed",260,2,3,14,"f","t","strict",2439,8551
"1708","f","t","Apartment","Entire home/apt",4,1.5,2,2,"Real Bed",385,1,5,3,"f","f","strict",2439,8551
"1709","f","t","Apartment","Entire home/apt",3,1,0,1,"Real Bed",110,1,2,2,"f","f","moderate",2439,8551
"1711","f","t","Condominium","Entire home/apt",4,1,1,1,"Real Bed",176,1,3,44,"t","t","moderate",2439,8551
"1712","f","t","Apartment","Entire home/apt",4,1.5,2,2,"Real Bed",359,1,2,20,"f","f","super_strict_30",2439,8551
"1713","f","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",129,2,2,48,"t","f","strict",2439,8551
"1714","f","f","Apartment","Entire home/apt",4,1,1,2,"Real Bed",300,1,5,2,"f","f","strict",2439,8551
"1715","f","f","Apartment","Entire home/apt",4,1,1,2,"Real Bed",195,1,2,4,"t","f","strict",2439,8551
"1716","f","f","Apartment","Entire home/apt",2,1,0,1,"Real Bed",97,1,2,79,"f","f","strict",2439,8551
"1717","f","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",229,1,2,31,"t","f","strict",2439,8551
"1718","f","f","Apartment","Entire home/apt",6,2,2,3,"Real Bed",300,1,1,4,"f","f","moderate",2439,8551
"1719","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",99,1,60,11,"f","f","strict",2439,8551
"1720","t","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",265,1,3,41,"f","f","strict",2439,8551
"1721","f","f","Apartment","Entire home/apt",4,1,1,2,"Real Bed",190,2,3,9,"f","t","strict",2439,8551
"1722","f","t","Apartment","Entire home/apt",5,2,2,2,"Real Bed",184,1,3,7,"f","f","strict",2439,8551
"1724","f","f","Apartment","Entire home/apt",2,1,0,1,"Real Bed",200,1,2,35,"t","f","strict",2439,8551
"1725","f","f","Apartment","Entire home/apt",5,1.5,3,3,"Real Bed",200,1,20,0,"t","f","strict",2439,8551
"1726","t","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",200,1,1,24,"f","t","flexible",2439,8551
"1727","f","t","Condominium","Entire home/apt",2,1,1,1,"Real Bed",175,1,2,17,"f","t","strict",2439,8551
"1728","f","t","Apartment","Entire home/apt",4,2.5,3,2,"Real Bed",350,6,14,14,"f","f","moderate",2439,8551
"1729","f","t","Apartment","Entire home/apt",3,1,1,2,"Real Bed",260,1,3,5,"f","t","moderate",2439,8551
"1730","f","t","Apartment","Entire home/apt",5,1.5,2,2,"Real Bed",185,1,3,3,"f","f","strict",2439,8551
"1731","f","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",400,1,5,0,"f","f","flexible",2439,8551
"1732","f","f","Apartment","Entire home/apt",4,1,1,2,"Real Bed",195,1,2,2,"t","f","strict",2439,8551
"1733","t","t","Apartment","Private room",2,1,1,1,"Real Bed",150,1,2,22,"f","f","moderate",2439,8551
"1734","f","f","Apartment","Entire home/apt",3,1,1,1,"Real Bed",250,1,2,30,"t","f","strict",2439,8551
"1735","f","f","Apartment","Entire home/apt",4,1,1,2,"Real Bed",195,1,2,2,"t","f","strict",2439,8551
"1736","f","t","Apartment","Entire home/apt",2,1,0,1,"Real Bed",170,1,1,13,"f","f","moderate",2439,8551
"1737","f","f","Condominium","Entire home/apt",4,1,1,2,"Real Bed",317,1,2,0,"f","f","strict",2439,8551
"1738","f","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",179,1,2,5,"t","t","strict",2439,8551
"1739","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",300,1,2,5,"f","f","strict",2439,8551
"1740","f","f","Apartment","Entire home/apt",2,1,0,1,"Real Bed",200,1,30,6,"f","f","strict",2439,8551
"1742","f","f","Apartment","Entire home/apt",3,1,1,2,"Real Bed",144,1,3,0,"f","f","strict",2439,8551
"1743","t","t","Loft","Entire home/apt",2,1,0,1,"Real Bed",165,1,1,87,"f","f","strict",2439,8551
"1745","f","f","Apartment","Entire home/apt",3,1,0,1,"Real Bed",170,1,2,3,"t","f","strict",2439,8551
"1746","f","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",185,1,2,5,"f","f","moderate",2439,8551
"1747","f","f","Apartment","Entire home/apt",4,1,1,2,"Real Bed",380,1,1,0,"f","f","strict",2439,8551
"1748","f","f","Apartment","Entire home/apt",8,1.5,3,3,"Real Bed",160,5,1,64,"t","f","strict",2439,8551
"1750","f","f","Apartment","Entire home/apt",4,1,1,2,"Real Bed",237,1,2,4,"t","f","strict",2439,8551
"1751","f","f","Apartment","Entire home/apt",2,1,0,1,"Real Bed",200,1,2,21,"t","f","strict",2439,8551
"1752","f","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",247,1,4,0,"f","f","strict",2439,8551
"1753","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",115,2,7,28,"f","f","flexible",2439,8551
"1755","f","f","Apartment","Entire home/apt",4,1,1,1,"Real Bed",179,1,3,0,"f","f","strict",2439,8551
"1756","f","f","Apartment","Entire home/apt",4,1,1,2,"Real Bed",120,2,1,55,"t","f","strict",2439,8551
"1757","f","f","Condominium","Entire home/apt",2,1,0,1,"Real Bed",69,1,3,67,"t","f","strict",2439,8551
"1758","f","t","Apartment","Entire home/apt",4,1.5,2,2,"Real Bed",250,1,2,0,"f","f","strict",2439,8551
"1759","f","f","Apartment","Entire home/apt",2,1,2,1,"Real Bed",400,2,2,0,"f","f","strict",2439,8551
"1760","f","f","Condominium","Entire home/apt",4,1,1,2,"Real Bed",79,1,2,99,"t","f","strict",2439,8551
"1761","f","f","Apartment","Entire home/apt",3,1,1,2,"Real Bed",199,2,3,2,"f","f","strict",2439,8551
"1762","f","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",207,1,2,9,"f","f","moderate",2439,8551
"1763","t","t","Apartment","Entire home/apt",6,1,2,3,"Real Bed",225,4,2,66,"t","t","moderate",2439,8551
"1764","f","f","Apartment","Entire home/apt",2,1,0,1,"Real Bed",199,1,2,0,"f","f","strict",2439,8551
"1765","f","f","Apartment","Entire home/apt",4,1,0,1,"Real Bed",169,1,3,0,"f","f","strict",2439,8551
"1766","t","f","Apartment","Entire home/apt",2,1,0,1,"Real Bed",350,1,3,28,"t","t","strict",2439,8551
"1767","t","t","Condominium","Entire home/apt",3,1,1,1,"Real Bed",216,2,2,37,"t","t","strict",2439,8551
"1768","f","f","Apartment","Entire home/apt",4,1,1,2,"Real Bed",195,1,2,7,"t","f","strict",2439,8551
"1769","f","f","Apartment","Entire home/apt",6,1,3,4,"Real Bed",325,6,2,1,"t","f","moderate",2439,8551
"1770","f","f","Apartment","Entire home/apt",2,1,0,1,"Real Bed",200,1,3,20,"t","f","strict",2439,8551
"1771","f","t","Apartment","Private room",2,2,1,1,"Real Bed",90,1,1,12,"t","f","flexible",2439,8551
"1772","f","f","Condominium","Entire home/apt",2,1,0,1,"Real Bed",169,1,1,5,"f","f","strict",2439,8551
"1775","f","f","Apartment","Entire home/apt",4,1,0,2,"Real Bed",125,2,1,5,"t","t","strict",2439,8551
"1776","f","f","Apartment","Entire home/apt",6,1,2,2,"Real Bed",174,1,2,35,"f","f","strict",2439,8551
"1777","t","f","Apartment","Entire home/apt",6,1,2,3,"Real Bed",350,4,1,49,"f","f","moderate",2439,8551
"1778","f","t","Apartment","Entire home/apt",3,1,0,2,"Real Bed",152,1,3,3,"t","f","strict",2439,8551
"1779","f","f","Apartment","Private room",2,1,1,1,"Real Bed",79,1,1,5,"t","f","strict",2439,8551
"1780","f","f","Apartment","Private room",2,1.5,1,1,"Real Bed",150,1,1,83,"t","f","strict",2439,8551
"1781","f","f","Apartment","Private room",2,1,1,1,"Real Bed",150,1,1,3,"t","f","strict",2439,8551
"1782","f","t","Apartment","Entire home/apt",3,1,1,2,"Real Bed",260,1,3,3,"f","f","moderate",2439,8551
"1783","f","f","Apartment","Entire home/apt",6,1,2,2,"Real Bed",389,1,2,0,"f","f","strict",2439,8551
"1784","f","f","Apartment","Entire home/apt",4,1,0,2,"Real Bed",100,1,1,3,"t","f","strict",2439,8551
"1785","t","f","Apartment","Entire home/apt",4,1,1,2,"Real Bed",127,2,2,2,"f","f","strict",2439,8551
"1786","f","t","Condominium","Entire home/apt",3,1,2,2,"Real Bed",235,2,90,9,"t","f","strict",2439,8551
"1787","t","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",200,2,2,61,"f","f","strict",2439,8551
"1788","f","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",175,1,4,1,"f","f","strict",2439,8551
"1789","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",225,1,7,95,"t","f","strict",2439,8551
"1790","f","t","Apartment","Private room",1,1,1,1,"Real Bed",85,1,1,49,"f","f","strict",2439,8551
"1791","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",259,1,2,22,"f","f","super_strict_30",2439,8551
