"","host_is_superhost","host_identity_verified","property_type","room_type","accommodates","bathrooms","bedrooms","beds","bed_type","price","guests_included","minimum_nights","number_of_reviews","instant_bookable","is_business_travel_ready","cancellation_policy","ddowntown","dairport"
"3612","t","t","Apartment","Entire home/apt",5,1,3,4,"Real Bed",285,5,3,115,"t","t","moderate",14451,18883
"3613","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",52,1,27,8,"f","f","strict",14451,18883
"3614","f","t","Apartment","Entire home/apt",2,1,2,2,"Real Bed",99,1,2,3,"t","f","strict",14451,18883
"3616","f","t","Apartment","Private room",2,1,1,1,"Real Bed",145,1,1,26,"f","f","moderate",14451,18883
"3617","f","t","House","Private room",2,2,1,2,"Real Bed",99,1,1,35,"t","f","strict",14451,18883
"3618","f","t","House","Private room",3,2,1,3,"Real Bed",99,1,1,39,"t","f","strict",14451,18883
"3619","f","t","Apartment","Private room",2,1,1,1,"Real Bed",45,1,1,0,"t","f","flexible",14451,18883
"3620","f","t","Apartment","Entire home/apt",3,1,1,2,"Real Bed",125,2,2,10,"f","f","strict",14451,18883
"3621","f","f","Apartment","Private room",1,1,1,1,"Real Bed",50,1,1,4,"f","f","moderate",14451,18883
"3622","f","t","House","Private room",2,2,1,1,"Real Bed",99,1,1,17,"t","f","strict",14451,18883
"3623","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",100,2,2,76,"t","t","strict",14451,18883
"3624","t","t","House","Private room",3,1.5,1,2,"Real Bed",105,2,3,78,"t","f","moderate",14451,18883
"3625","t","f","Guesthouse","Entire home/apt",2,1,1,1,"Real Bed",125,1,1,28,"f","f","moderate",14451,18883
"3626","f","f","Apartment","Entire home/apt",6,1,2,6,"Real Bed",300,1,2,7,"f","t","moderate",14451,18883
"3627","t","t","House","Private room",2,1,1,1,"Real Bed",88,1,1,0,"f","f","flexible",14451,18883
"3628","t","t","House","Private room",2,1,1,1,"Real Bed",65,1,3,17,"f","f","moderate",14451,18883
"3629","f","t","Townhouse","Private room",2,1,1,2,"Real Bed",99,2,1,31,"f","f","strict",14451,18883
"3630","f","f","House","Private room",1,1,0,1,"Real Bed",38,1,1,2,"f","f","flexible",14451,18883
"3631","f","f","Apartment","Entire home/apt",4,1,0,2,"Real Bed",85,2,1,21,"t","t","strict",14451,18883
"3632","t","f","Apartment","Private room",4,3,1,2,"Real Bed",172,2,2,1,"f","f","strict",14451,18883
"3633","t","t","Condominium","Private room",2,1,1,1,"Real Bed",100,1,2,16,"f","f","moderate",14451,18883
"3634","f","f","House","Private room",4,3,1,2,"Real Bed",85,1,1,0,"f","f","strict",14451,18883
"3635","f","t","House","Private room",4,2,1,2,"Real Bed",99,2,1,50,"t","f","strict",14451,18883
"3636","f","t","Apartment","Entire home/apt",3,1,1,1,"Real Bed",74,1,1,0,"f","f","flexible",14451,18883
"3637","f","f","Apartment","Private room",2,1,1,1,"Real Bed",90,1,1,5,"t","f","moderate",14451,18883
"3638","f","f","Apartment","Private room",2,1,1,1,"Real Bed",49,2,1,37,"f","f","strict",14451,18883
"3639","f","t","House","Private room",2,2,1,2,"Real Bed",99,1,1,30,"t","f","strict",14451,18883
"3640","t","t","House","Private room",2,1.5,1,1,"Real Bed",55,1,3,25,"f","f","strict",14451,18883
"3641","f","t","Apartment","Private room",2,1,1,1,"Real Bed",75,1,3,1,"f","f","strict",14451,18883
"3642","f","t","House","Private room",4,1.5,1,2,"Real Bed",125,2,2,3,"f","f","moderate",14451,18883
"3643","f","f","Apartment","Entire home/apt",4,1,1,2,"Futon",150,1,4,4,"f","f","flexible",14451,18883
"3644","f","t","House","Private room",1,1,1,1,"Real Bed",60,1,2,6,"f","f","strict",14451,18883
"3645","f","f","House","Private room",1,1,1,1,"Real Bed",40,1,1,25,"f","f","flexible",14451,18883
"3646","t","f","House","Private room",1,1,1,1,"Real Bed",40,1,30,3,"f","f","strict",14451,18883
"3647","f","f","Townhouse","Entire home/apt",6,1,3,4,"Real Bed",300,1,3,0,"t","f","flexible",14451,18883
"3648","f","f","Apartment","Private room",2,1,1,1,"Real Bed",50,1,15,0,"t","f","strict",14451,18883
"3649","t","t","Condominium","Private room",2,1,1,1,"Real Bed",55,1,1,2,"f","f","flexible",14451,18883
"3650","t","t","Apartment","Private room",1,1,1,1,"Real Bed",70,1,1,1,"f","f","strict",14451,18883
"3651","f","t","House","Private room",2,1,1,1,"Real Bed",95,1,3,4,"f","f","moderate",14451,18883
"3652","f","f","House","Private room",5,1,2,3,"Real Bed",65,1,2,7,"t","f","flexible",14451,18883
"3653","f","f","House","Private room",1,1,1,1,"Real Bed",49,1,1,3,"t","f","strict",14451,18883
"3654","f","t","Condominium","Private room",2,1,1,1,"Real Bed",51,1,1,11,"t","f","flexible",14451,18883
"3655","f","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",109,1,2,0,"t","f","strict",14451,18883
"3656","f","t","Apartment","Entire home/apt",8,1,3,4,"Real Bed",260,4,2,30,"t","t","moderate",14451,18883
"3657","t","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",147,2,3,163,"f","t","strict",14451,18883
"3658","f","t","Apartment","Private room",4,1,1,1,"Real Bed",90,1,1,11,"f","f","moderate",14451,18883
"3659","f","t","Apartment","Entire home/apt",4,1,2,2,"Real Bed",189,1,2,5,"t","t","strict",14451,18883
"3660","f","f","Apartment","Entire home/apt",3,1,1,1,"Real Bed",100,1,2,1,"f","f","flexible",14451,18883
"3661","t","f","House","Private room",5,1,2,2,"Real Bed",134,4,1,34,"t","f","moderate",14451,18883
"3662","f","t","Condominium","Private room",2,1,1,1,"Real Bed",60,1,1,2,"t","f","flexible",14451,18883
"3663","f","t","Apartment","Private room",2,1,1,1,"Real Bed",55,1,1,32,"t","f","flexible",14451,18883
"3664","f","t","Condominium","Private room",2,1,1,1,"Real Bed",55,1,1,10,"t","f","flexible",14451,18883
"3665","f","f","Apartment","Entire home/apt",4,1,1,2,"Real Bed",110,2,3,2,"f","f","flexible",14451,18883
"3666","f","t","Apartment","Private room",1,1,1,1,"Futon",53,1,8,7,"f","f","flexible",14451,18883
"3667","t","f","House","Private room",2,1,1,1,"Real Bed",59,1,1,20,"f","f","strict",14451,18883
"3668","t","t","House","Private room",2,1,1,1,"Real Bed",65,1,2,19,"f","f","moderate",14451,18883
"3669","f","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,1,1,38,"t","t","flexible",14451,18883
"3670","f","t","Condominium","Entire home/apt",5,1,1,3,"Real Bed",112,1,1,185,"t","f","moderate",14451,18883
"3671","f","t","Apartment","Private room",2,1,1,1,"Real Bed",40,1,1,25,"f","f","strict",14451,18883
"3672","f","f","Condominium","Entire home/apt",4,1,1,2,"Real Bed",200,1,2,0,"t","f","strict",14451,18883
"3673","f","t","Apartment","Private room",2,1,1,1,"Real Bed",65,1,1,98,"t","f","moderate",14451,18883
"3674","f","t","House","Private room",2,1,1,1,"Real Bed",99,1,2,20,"f","f","moderate",14451,18883
"3675","f","f","Apartment","Entire home/apt",2,1,1,2,"Real Bed",100,1,2,6,"f","f","flexible",14451,18883
"3676","f","t","Condominium","Private room",2,1,1,1,"Real Bed",45,1,1,23,"t","f","moderate",14451,18883
"3677","f","t","House","Private room",2,1,1,1,"Real Bed",80,1,1,17,"f","f","moderate",14451,18883
"3678","f","t","Condominium","Private room",2,1,1,1,"Real Bed",55,1,1,20,"t","f","flexible",14451,18883
"3679","f","f","House","Private room",2,2.5,1,1,"Real Bed",65,1,1,23,"t","f","flexible",22470,26902
"3680","f","t","House","Private room",1,1,1,1,"Real Bed",39,1,1,2,"t","f","flexible",22470,26902
"3681","f","t","Apartment","Private room",1,1,1,1,"Real Bed",38,1,1,3,"t","f","strict",22470,26902
"3682","f","t","Apartment","Private room",1,1,0,1,"Real Bed",50,1,7,0,"t","f","flexible",22470,26902
"3683","t","t","House","Private room",3,1.5,1,3,"Real Bed",65,2,1,154,"t","f","moderate",22470,26902
"3684","t","f","House","Private room",2,1,1,1,"Real Bed",56,1,1,65,"f","f","flexible",22470,26902
"3685","f","f","House","Private room",4,2.5,1,2,"Real Bed",68,1,1,28,"t","f","strict",22470,26902
"3686","f","t","Condominium","Private room",1,1,1,1,"Real Bed",40,1,1,1,"t","f","flexible",22470,26902
"3687","f","f","House","Private room",4,1.5,2,2,"Real Bed",60,1,1,197,"t","f","moderate",22470,26902
"3688","t","t","House","Private room",4,1.5,2,2,"Real Bed",70,1,5,83,"t","f","strict",22470,26902
"3689","f","f","Apartment","Private room",2,1,1,1,"Real Bed",50,1,3,17,"t","f","moderate",22470,26902
"3690","f","f","Villa","Private room",2,1,1,1,"Real Bed",100,1,3,0,"t","f","flexible",22470,26902
"3691","f","f","Condominium","Private room",4,2,2,2,"Real Bed",99,1,1,32,"t","f","moderate",22470,26902
"3692","f","f","Condominium","Private room",1,1,1,1,"Real Bed",50,1,1,1,"f","f","flexible",22470,26902
"3693","f","t","Apartment","Private room",2,1,1,1,"Real Bed",80,1,1,7,"f","f","moderate",22470,26902
"3694","f","f","House","Private room",1,1,1,1,"Real Bed",60,1,3,6,"f","f","flexible",22470,26902
"3695","f","f","Townhouse","Private room",1,1,1,1,"Real Bed",71,1,1,6,"f","f","moderate",22470,26902
"3696","f","f","House","Private room",1,1.5,1,1,"Real Bed",90,1,1,0,"f","f","flexible",22470,26902
"3697","f","f","House","Private room",2,1,1,1,"Real Bed",69,1,1,2,"f","f","flexible",22470,26902
"3698","t","f","Apartment","Entire home/apt",4,1,2,2,"Real Bed",135,1,2,99,"t","f","strict",22470,26902
"3699","f","t","House","Entire home/apt",4,1,2,2,"Real Bed",155,1,1,48,"t","t","strict",22470,26902
"3700","t","t","Apartment","Entire home/apt",2,1,1,1,"Real Bed",119,2,3,55,"t","t","strict",22470,26902
"3701","f","f","Apartment","Entire home/apt",2,1,2,2,"Real Bed",120,1,1,0,"f","f","flexible",22470,26902
"3702","t","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",89,1,2,64,"t","t","strict",22470,26902
"3703","f","f","Apartment","Private room",1,1,1,1,"Real Bed",65,1,1,1,"f","f","moderate",22470,26902
"3704","f","t","Condominium","Entire home/apt",6,1,3,4,"Real Bed",125,2,2,7,"t","t","strict",22470,26902
"3705","f","f","Apartment","Entire home/apt",2,1,1,1,"Real Bed",100,1,1,52,"t","f","moderate",22470,26902
"3706","f","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",119,1,1,4,"f","f","flexible",22470,26902
"3707","f","t","House","Entire home/apt",8,1.5,5,5,"Real Bed",300,1,3,7,"f","f","strict",22470,26902
"3708","f","t","House","Entire home/apt",6,1,3,4,"Real Bed",300,6,2,5,"f","t","moderate",22470,26902
"3709","f","f","House","Entire home/apt",6,1.5,3,4,"Real Bed",250,1,3,3,"f","f","strict",22470,26902
"3710","f","f","House","Private room",3,3.5,1,2,"Real Bed",62,1,1,48,"f","f","strict",22470,26902
"3711","f","f","House","Private room",2,1.5,1,1,"Real Bed",65,1,1,41,"t","f","strict",22470,26902
"3712","f","t","Apartment","Entire home/apt",4,1,2,1,"Real Bed",200,1,1,0,"f","f","flexible",22470,26902
"3713","f","f","House","Private room",1,1,0,1,"Real Bed",90,1,1,1,"f","f","flexible",22470,26902
"3714","f","f","House","Private room",4,1,1,1,"Real Bed",125,2,1,2,"f","f","moderate",22470,26902
"3715","f","t","House","Private room",1,1,1,1,"Real Bed",59,1,1,0,"f","f","moderate",22470,26902
"3716","f","f","House","Private room",1,2.5,1,1,"Real Bed",53,1,5,2,"f","f","flexible",22470,26902
"3717","f","f","Villa","Private room",2,1,1,1,"Real Bed",100,1,3,0,"t","f","flexible",22470,26902
"3718","t","t","House","Private room",2,1,1,1,"Real Bed",50,1,1,29,"f","f","flexible",22470,26902
"3719","f","t","House","Private room",2,1,1,2,"Real Bed",50,1,1,10,"f","f","moderate",22470,26902
"3720","f","f","Condominium","Entire home/apt",4,1,2,2,"Real Bed",108,1,1,26,"t","t","moderate",22470,26902
"3722","f","t","Apartment","Entire home/apt",6,2,3,3,"Real Bed",245,6,1,59,"f","t","strict",22470,26902
"3723","f","t","House","Private room",2,1,1,1,"Real Bed",139,1,2,3,"f","f","flexible",22470,26902
"3724","f","f","Townhouse","Private room",1,1,1,1,"Real Bed",90,1,1,2,"f","f","moderate",22470,26902
"3725","f","t","Apartment","Private room",1,1.5,1,1,"Real Bed",33,1,1,3,"t","f","flexible",22470,26902
"3726","f","f","Townhouse","Entire home/apt",4,1.5,2,2,"Real Bed",105,4,1,10,"t","t","flexible",22470,26902
"3727","t","t","House","Private room",2,1,1,1,"Real Bed",60,2,1,40,"f","f","flexible",22470,26902
"3728","f","t","Loft","Entire home/apt",5,1,2,3,"Real Bed",125,3,1,79,"t","t","strict",22470,26902
"3729","f","t","House","Private room",1,1.5,1,1,"Real Bed",80,1,1,24,"f","f","strict",22470,26902
"3730","f","f","House","Private room",1,1,1,1,"Real Bed",70,1,3,1,"f","f","flexible",22470,26902
"3731","f","f","Apartment","Entire home/apt",4,1,2,3,"Real Bed",127,2,2,2,"t","f","moderate",22470,26902
"3732","f","f","House","Private room",2,2,1,2,"Real Bed",160,1,1,0,"f","f","flexible",22470,26902
"3733","f","f","House","Entire home/apt",6,1,3,3,"Real Bed",350,1,2,2,"f","f","flexible",22470,26902
"3734","t","f","Apartment","Entire home/apt",4,1,2,2,"Real Bed",135,1,2,63,"t","f","strict",22470,26902
"3735","f","t","Apartment","Entire home/apt",3,1,2,2,"Real Bed",100,1,2,0,"t","f","flexible",22470,26902
"3736","t","t","Apartment","Entire home/apt",4,1,1,2,"Real Bed",110,4,2,29,"f","t","moderate",22470,26902
"3737","f","f","House","Entire home/apt",9,1.5,3,5,"Real Bed",220,6,1,59,"f","t","strict",22470,26902
"3738","f","f","Condominium","Entire home/apt",7,1,2,4,"Real Bed",352,1,2,0,"f","f","strict",22470,26902
"3739","t","t","House","Private room",4,1,2,2,"Real Bed",100,1,1,61,"f","f","flexible",22470,26902
"3740","f","f","In-law","Entire home/apt",2,1,0,1,"Real Bed",79,1,1,26,"t","f","flexible",22470,26902
"3741","f","f","House","Private room",1,2.5,1,1,"Real Bed",53,1,2,0,"f","f","flexible",22470,26902
"3742","f","t","House","Private room",2,1.5,1,1,"Real Bed",40,1,1,3,"t","f","strict",22470,26902
"3743","f","f","House","Entire home/apt",5,1,2,4,"Real Bed",140,1,1,8,"t","t","moderate",22470,26902
"3744","f","t","House","Entire home/apt",3,1,2,2,"Real Bed",100,1,1,3,"f","f","moderate",22470,26902
"3745","f","f","Apartment","Private room",1,1,1,1,"Real Bed",70,1,3,2,"f","f","strict",19370,23950
"3746","f","t","House","Private room",2,1,1,1,"Real Bed",50,2,1,9,"t","f","strict",19370,23950
"3747","f","f","House","Private room",2,1,1,1,"Real Bed",55,1,2,2,"f","f","flexible",19370,23950
"3748","t","t","Apartment","Private room",2,1,1,1,"Real Bed",47,1,1,7,"f","f","flexible",19370,23950
"3749","f","t","House","Private room",2,1.5,1,1,"Real Bed",55,2,1,73,"f","f","moderate",19370,23950
"3750","f","t","House","Private room",1,1,1,1,"Real Bed",45,2,1,1,"f","f","strict",19370,23950
"3751","t","t","Apartment","Entire home/apt",6,1,1,3,"Real Bed",89,3,4,4,"f","f","strict",19370,23950
"3752","f","t","Apartment","Private room",2,1,1,2,"Real Bed",40,1,1,0,"f","f","flexible",19370,23950
"3753","t","t","Apartment","Private room",1,1,1,1,"Real Bed",44,1,14,4,"f","f","strict",19370,23950
"3754","f","t","House","Private room",1,0.5,1,1,"Real Bed",45,1,1,3,"f","f","flexible",19370,23950
"3755","f","f","House","Private room",2,1,1,1,"Real Bed",55,1,2,8,"t","f","strict",19370,23950
"3756","t","t","Apartment","Entire home/apt",7,2,2,3,"Real Bed",130,1,1,58,"f","t","strict",19370,23950
"3757","t","t","Apartment","Private room",2,1,1,1,"Real Bed",31,1,7,4,"f","f","strict",19370,23950
"3758","t","t","Apartment","Entire home/apt",6,1,2,3,"Real Bed",130,4,1,38,"f","t","moderate",19370,23950
"3759","t","t","House","Private room",2,2,1,1,"Pull-out Sofa",88,1,1,37,"t","f","flexible",19370,23950
"3760","f","f","House","Private room",2,1.5,1,1,"Real Bed",49,1,2,65,"f","f","moderate",19370,23950
"3761","t","t","Apartment","Private room",2,1,1,1,"Real Bed",33,1,7,7,"f","f","strict",19370,23950
"3762","t","t","Apartment","Entire home/apt",5,1,2,2,"Real Bed",130,4,1,21,"f","t","moderate",19370,23950
"3763","t","f","House","Private room",2,1,1,1,"Real Bed",95,1,2,34,"f","f","strict",19370,23950
"3764","f","t","House","Private room",3,1.5,1,1,"Real Bed",80,2,1,14,"f","f","moderate",19370,23950
"3765","f","f","Apartment","Entire home/apt",6,1.5,2,3,"Real Bed",149,1,1,0,"t","f","flexible",19370,23950
"3766","f","t","House","Private room",2,1,1,1,"Real Bed",50,1,2,17,"f","f","moderate",19370,23950
"3767","t","t","Loft","Entire home/apt",4,1,0,1,"Real Bed",85,2,1,57,"f","f","moderate",19370,23950
"3768","f","t","House","Private room",2,1,1,1,"Real Bed",50,1,5,31,"t","f","strict",19370,23950
"3769","f","f","House","Private room",1,1,1,1,"Real Bed",50,1,1,0,"f","f","flexible",19370,23950
"3770","t","f","Condominium","Private room",3,1.5,1,2,"Real Bed",55,3,1,192,"f","f","strict",19370,23950
"3771","f","f","Condominium","Entire home/apt",4,1,2,3,"Real Bed",123,1,1,17,"f","t","moderate",19370,23950
"3772","f","f","House","Private room",2,1,1,1,"Real Bed",51,1,2,2,"f","f","strict",19370,23950
"3773","f","t","Apartment","Entire home/apt",5,1,3,3,"Real Bed",250,1,3,11,"f","f","moderate",19370,23950
"3774","f","t","House","Private room",2,1,1,1,"Real Bed",75,1,5,26,"t","f","strict",19370,23950
"3775","f","t","House","Entire home/apt",6,1.5,3,3,"Real Bed",180,1,1,6,"f","f","flexible",19370,23950
"3776","f","f","House","Private room",2,1,1,1,"Real Bed",60,1,2,0,"t","f","strict",19370,23950
"3777","t","t","Bed & Breakfast","Private room",2,1,1,1,"Real Bed",75,2,1,72,"f","f","flexible",19370,23950
"3778","f","f","House","Private room",1,2,1,1,"Real Bed",75,1,2,22,"t","f","strict",19370,23950
"3779","t","t","House","Entire home/apt",8,1.5,4,5,"Real Bed",249,4,2,64,"t","f","strict",19370,23950
"3780","f","f","House","Private room",1,1.5,1,1,"Real Bed",50,1,1,12,"f","f","strict",19370,23950
"3781","f","f","Apartment","Private room",1,1,1,1,"Real Bed",45,1,5,3,"t","f","strict",19370,23950
"3782","t","t","Apartment","Private room",1,1,1,1,"Real Bed",44,1,7,0,"f","f","strict",19370,23950
"3783","f","f","House","Private room",1,1.5,1,1,"Real Bed",50,1,1,5,"f","f","strict",19370,23950
"3784","t","t","Apartment","Entire home/apt",6,1,2,2,"Real Bed",91,2,3,16,"f","f","flexible",19370,23950
"3785","f","f","In-law","Entire home/apt",4,1,0,2,"Real Bed",69,2,1,14,"f","f","strict",19370,23950
"3786","t","t","House","Private room",1,1,1,1,"Real Bed",35,1,7,2,"f","f","flexible",19370,23950
"3787","f","f","Apartment","Private room",1,2,1,1,"Real Bed",75,1,1,14,"f","f","strict",19370,23950
"3788","f","t","House","Private room",2,1,1,1,"Real Bed",96,1,1,0,"t","f","flexible",19370,23950
"3789","f","t","Apartment","Private room",1,1,1,1,"Real Bed",50,1,1,81,"t","f","flexible",13272,17852
"3790","f","f","House","Private room",4,1,1,2,"Real Bed",65,2,2,3,"f","f","strict",13272,17852
"3791","t","t","House","Private room",2,1.5,1,1,"Real Bed",72,2,2,81,"f","f","strict",13272,17852
"3792","f","t","House","Private room",2,1,1,1,"Real Bed",59,2,1,106,"f","f","strict",13272,17852
"3793","f","f","House","Private room",4,1,1,2,"Real Bed",70,2,2,33,"f","f","strict",13272,17852
"3794","t","t","House","Private room",2,1.5,1,1,"Real Bed",65,1,1,27,"t","f","strict",13272,17852
"3795","t","t","House","Private room",1,1.5,1,1,"Real Bed",55,1,1,18,"t","f","strict",13272,17852
"3796","f","t","House","Private room",2,2,1,2,"Real Bed",48,1,1,16,"t","f","strict",13272,17852
"3797","t","f","House","Private room",2,1,1,1,"Real Bed",40,1,2,32,"f","f","flexible",13272,17852
"3798","f","t","House","Private room",3,1,1,3,"Real Bed",79,2,1,64,"t","f","strict",13272,17852
"3799","f","t","House","Private room",8,2,1,5,"Real Bed",154,5,1,35,"f","f","strict",13272,17852
"3800","f","t","Apartment","Entire home/apt",5,1,2,4,"Real Bed",75,1,1,8,"f","f","moderate",13272,17852
"3802","f","f","House","Private room",5,1,1,1,"Real Bed",105,1,3,0,"f","f","moderate",13272,17852
"3803","f","t","House","Private room",2,1,1,1,"Real Bed",69,1,1,12,"f","f","flexible",13272,17852
"3804","f","t","House","Private room",2,1,1,1,"Real Bed",75,1,1,23,"f","f","strict",13272,17852
"3805","f","f","Apartment","Private room",2,1,1,1,"Real Bed",50,2,1,2,"t","f","flexible",13272,17852
"3806","f","f","Apartment","Entire home/apt",6,2,2,3,"Real Bed",117,4,1,25,"t","f","flexible",13272,17852
"3807","t","t","House","Private room",2,1,1,1,"Real Bed",65,1,1,3,"t","f","strict",13272,17852
"3808","f","f","Apartment","Private room",2,1,1,1,"Real Bed",51,2,1,3,"t","f","flexible",13272,17852
"3809","f","t","House","Private room",2,2,1,1,"Real Bed",30,1,1,8,"t","f","strict",13272,17852
"3810","f","t","Apartment","Entire home/apt",4,1,1,1,"Real Bed",97,2,1,7,"f","f","moderate",13272,17852
"3811","f","f","House","Private room",3,1,1,1,"Real Bed",90,1,2,0,"f","f","strict",13272,17852
"3812","f","t","Condominium","Entire home/apt",5,1,2,2,"Real Bed",189,4,3,4,"f","t","strict",13272,17852
"3813","f","t","House","Private room",1,1,1,1,"Real Bed",35,1,14,6,"f","f","moderate",13272,17852
"3814","t","t","House","Private room",2,3,1,2,"Real Bed",65,1,1,29,"f","f","strict",13272,17852
"3815","f","t","Apartment","Entire home/apt",5,1,2,2,"Real Bed",74,3,4,37,"f","f","strict",13272,17852
"3816","f","t","House","Entire home/apt",5,1.5,2,3,"Real Bed",150,1,4,37,"f","f","moderate",13272,17852
"3817","t","t","Townhouse","Entire home/apt",6,1,3,4,"Real Bed",195,4,2,11,"f","t","strict",13272,17852
"3818","f","t","House","Private room",4,2,1,2,"Real Bed",67,2,1,3,"t","f","strict",13272,17852
"3819","f","t","Apartment","Private room",1,1,1,1,"Real Bed",41,1,1,35,"t","f","moderate",13272,17852
"3820","f","t","House","Private room",1,2.5,1,1,"Real Bed",48,1,14,3,"f","f","flexible",13272,17852
"3821","f","t","House","Private room",4,2,1,2,"Futon",35,2,1,15,"t","f","strict",13272,17852
"3822","f","t","House","Private room",2,1,1,1,"Real Bed",69,2,1,108,"f","f","strict",13272,17852
"3823","f","t","House","Private room",2,1,1,1,"Real Bed",69,1,1,1,"f","f","strict",13272,17852
"3824","f","f","Apartment","Private room",2,1,1,1,"Real Bed",60,1,1,4,"t","f","flexible",8467,13047
"3825","f","f","Apartment","Private room",1,1,1,1,"Real Bed",35,1,1,0,"t","f","moderate",8467,13047
"3826","f","t","House","Private room",4,3.5,1,2,"Real Bed",39,1,1,5,"t","f","strict",8467,13047
"3827","f","f","Apartment","Private room",2,1,1,1,"Real Bed",47,1,3,0,"t","f","flexible",8467,13047
"3828","f","t","House","Private room",2,1,1,1,"Real Bed",70,1,1,42,"t","f","flexible",8467,13047
"3829","f","t","House","Private room",2,1.5,1,1,"Real Bed",70,1,1,35,"f","f","moderate",8467,13047
"3830","f","t","House","Private room",3,1,1,2,"Real Bed",60,2,1,19,"t","f","flexible",8467,13047
"3831","f","t","Apartment","Private room",2,1,1,1,"Real Bed",60,2,1,6,"t","f","strict",8467,13047
"3832","f","t","Apartment","Private room",2,1,1,1,"Real Bed",49,1,2,3,"t","f","flexible",8467,13047
"3833","f","f","Apartment","Private room",2,1,1,1,"Real Bed",89,2,2,1,"t","f","strict",8467,13047
"3834","f","t","House","Private room",2,1,1,1,"Real Bed",69,2,2,153,"t","f","strict",8467,13047
"3835","t","t","House","Private room",2,1,1,1,"Real Bed",60,1,4,15,"t","f","strict",8467,13047
"3836","f","f","Apartment","Private room",1,1,1,1,"Real Bed",30,1,10,3,"t","f","strict",8467,13047
"3837","f","t","House","Private room",2,1.5,1,2,"Real Bed",65,1,1,174,"t","f","moderate",8467,13047
"3838","f","f","Apartment","Private room",3,1,1,1,"Real Bed",120,1,1,0,"f","f","flexible",8467,13047
"3839","f","f","House","Private room",2,1,1,1,"Real Bed",41,1,3,19,"f","f","flexible",8467,13047
"3840","f","f","Condominium","Private room",2,1,1,1,"Real Bed",80,1,1,0,"f","f","moderate",8467,13047
"3841","f","t","House","Private room",2,1,1,1,"Real Bed",36,2,1,71,"f","f","moderate",8467,13047
"3842","f","t","Apartment","Private room",3,1,1,1,"Real Bed",0,2,1,2,"t","f","strict",8467,13047
"3843","f","t","Apartment","Private room",2,1,1,1,"Real Bed",59,1,1,71,"t","f","strict",8467,13047
"3844","t","t","Apartment","Private room",2,1,1,1,"Real Bed",35,1,1,158,"f","f","strict",8467,13047
"3845","f","f","House","Private room",1,1,1,1,"Futon",75,1,2,0,"t","f","flexible",8467,13047
"3846","f","f","Apartment","Private room",2,1,1,1,"Real Bed",50,1,1,8,"t","f","flexible",8467,13047
"3847","f","f","Apartment","Private room",2,1,1,1,"Real Bed",0,1,1,10,"t","f","flexible",8467,13047
"3848","t","t","House","Private room",3,2,1,2,"Real Bed",63,1,1,349,"t","f","flexible",8467,13047
"3849","f","f","Apartment","Private room",5,1,1,2,"Real Bed",55,2,1,10,"t","f","strict",8467,13047
"3850","f","t","House","Private room",2,2,1,1,"Real Bed",75,1,1,185,"f","f","moderate",8467,13047
"3851","f","f","Apartment","Private room",2,1,1,2,"Real Bed",70,1,2,3,"t","f","flexible",8467,13047
"3852","f","f","Guest suite","Private room",2,1,1,2,"Real Bed",60,1,1,84,"f","f","moderate",8467,13047
"3853","f","t","House","Private room",1,1,1,1,"Real Bed",40,1,1,40,"t","f","flexible",8467,13047
"3854","f","f","House","Private room",2,1,1,1,"Real Bed",60,1,2,20,"t","f","strict",8467,13047
"3855","f","t","Apartment","Private room",1,1,1,1,"Real Bed",100,1,1,0,"t","f","strict",8467,13047
"3856","f","t","Condominium","Private room",4,1,2,4,"Real Bed",49,1,1,38,"f","f","flexible",8467,13047
"3857","f","t","House","Private room",4,2.5,1,2,"Real Bed",65,1,1,366,"t","f","strict",8467,13047
"3858","f","f","House","Private room",2,1,1,1,"Real Bed",60,1,2,7,"t","f","strict",8467,13047
"3859","f","t","Apartment","Private room",2,1,1,1,"Real Bed",60,1,3,1,"f","f","moderate",8467,13047
"3860","t","f","Apartment","Private room",4,2,0,2,"Real Bed",75,2,2,11,"f","f","strict",8467,13047
"3861","t","t","House","Private room",2,1,1,1,"Real Bed",150,1,1,4,"f","f","strict",8467,13047
"3862","f","t","Apartment","Private room",2,1,1,1,"Real Bed",60,1,1,7,"f","f","moderate",8467,13047
"3863","t","t","House","Private room",2,1,1,1,"Real Bed",60,1,4,7,"t","f","strict",8467,13047
"3864","f","t","Apartment","Private room",1,1,1,1,"Real Bed",50,1,2,5,"f","f","strict",8467,13047
"3865","f","t","House","Private room",2,1,1,1,"Real Bed",80,2,1,27,"t","f","strict",8467,13047
"3866","f","f","Apartment","Private room",1,1,1,1,"Real Bed",69,1,2,0,"t","f","strict",8467,13047
"3867","t","t","House","Private room",1,1,1,1,"Real Bed",65,1,1,18,"f","f","moderate",8467,13047
"3868","f","f","House","Private room",2,1,1,1,"Real Bed",60,1,2,26,"t","f","strict",8467,13047
"3869","t","f","Apartment","Private room",2,2,1,2,"Real Bed",55,1,2,28,"f","f","strict",8467,13047
